"Session","StartTime","EndTime"
"RestingBaseline",2018-07-06 13:38:21,2018-07-06 13:41:16
"BaselineWriting",2018-07-06 13:42:47,2018-07-06 13:47:47
"StressCondition",2018-07-06 13:50:20,2018-07-06 13:55:20
"DualTask",2018-07-06 13:55:53,2018-07-06 14:45:53
"Presentation",2018-07-06 14:55:03,2018-07-06 14:58:24
