"Session","StartTime","EndTime"
"RestingBaseline",2018-08-01 11:16:04,2018-08-01 11:20:05
"BaselineWriting",2018-08-01 11:20:54,2018-08-01 11:25:54
"StressCondition",2018-08-01 11:26:37,2018-08-01 11:31:37
"DualTask",2018-08-01 11:33:25,2018-08-01 12:23:25
"Presentation",2018-08-01 12:32:30,2018-08-01 12:34:04
