SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,07,10,48795431,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2018,07,10,48811296,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48812055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,07,10,48819056,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,48820055,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,07,10,48821056,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48822055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,07,10,48822056,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,48823055,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,07,10,48823056,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48825056,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,48829056,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48832055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,07,10,48832056,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,48833055,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,07,10,48835711,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48839056,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,48840415,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48841055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,07,10,48844507,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,48845055,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,07,10,48848059,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,48850055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,07,10,48855054,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,10,48863055,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,10,48887054,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,07,10,48888055,4352,Physiological,JumpAlgorithm,0,Jump Test Detected - Flight time 1530ms, peak acceleration -3.04g
0,2018,07,10,48902055,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,07,10,48933055,4352,Physiological,JumpAlgorithm,0,Jump Test Detected - Flight time 7250ms, peak acceleration -1.75g
0,2018,07,10,48937055,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,10,48988055,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,07,10,49631056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,10,53974056,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,10,54042056,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 0.36g
0,2018,07,10,54353056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,10,54440056,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,10,54452056,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 0.38g
0,2018,07,10,54752056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,07,10,54829056,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,07,10,54846056,4352,Physiological,JumpAlgorithm,0,Jump Test Detected - Flight time 2520ms, peak acceleration -1.85g
0,2018,07,10,54847056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,07,10,54848556,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,54848557,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,54849056,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,54849056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,07,10,54849057,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,54849556,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,54849557,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,07,10,54850056,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,07,10,54850056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,07,10,54851056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,07,10,54853056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,07,10,54854056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,07,10,54855055,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,07,10,54856056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,07,10,54862737,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,07,10,54863056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,07,10,54866306,64,System,Button,0,
0,2018,07,10,54868931,64,System,Button,0,
0,2018,07,10,54872306,64,System,Button,0,
