"Session","StartTime","EndTime"
"RestingBaseline",2018-06-29 13:14:57,2018-06-29 13:19:24
"BaselineWriting",2018-06-29 13:20:36,2018-06-29 13:25:36
"StressCondition",2018-06-29 13:28:44,2018-06-29 13:33:44
"DualTask",2018-06-29 13:35:38,2018-06-29 14:25:38
"Presentation",2018-06-29 14:37:32,2018-06-29 14:39:58
