"Session","StartTime","EndTime"
"RestingBaseline",2018-07-13 15:40:44,2018-07-13 15:44:46
"BaselineWriting",2018-07-13 15:45:59,2018-07-13 15:50:59
"StressCondition",2018-07-13 15:53:45,2018-07-13 15:58:45
"DualTask",2018-07-13 15:59:11,2018-07-13 16:49:11
"Presentation",2018-07-13 17:01:23,2018-07-13 17:05:51
