Time,Timestamp,X,Y,Type
161.58,Mon Jul 02 01:50:17.537 2018,989,694, 1
161.764,Mon Jul 02 01:50:17.721 2018,989,694, 2
195.323,Mon Jul 02 01:50:51.281 2018,988,694, 0
195.779,Mon Jul 02 01:50:51.735 2018,987,694, 0
195.787,Mon Jul 02 01:50:51.743 2018,987,694, 0
195.795,Mon Jul 02 01:50:51.751 2018,987,694, 0
195.803,Mon Jul 02 01:50:51.759 2018,986,694, 0
195.811,Mon Jul 02 01:50:51.767 2018,986,695, 0
195.819,Mon Jul 02 01:50:51.775 2018,986,695, 0
195.827,Mon Jul 02 01:50:51.783 2018,985,696, 0
195.835,Mon Jul 02 01:50:51.791 2018,984,696, 0
195.843,Mon Jul 02 01:50:51.800 2018,983,697, 0
195.851,Mon Jul 02 01:50:51.808 2018,982,698, 0
195.987,Mon Jul 02 01:50:51.944 2018,982,698, 0
196.038,Mon Jul 02 01:50:51.995 2018,981,699, 0
196.043,Mon Jul 02 01:50:52.000 2018,980,699, 0
196.051,Mon Jul 02 01:50:52.008 2018,980,699, 0
196.067,Mon Jul 02 01:50:52.024 2018,980,700, 0
196.075,Mon Jul 02 01:50:52.032 2018,979,700, 0
196.083,Mon Jul 02 01:50:52.040 2018,979,701, 0
196.091,Mon Jul 02 01:50:52.048 2018,978,701, 0
196.099,Mon Jul 02 01:50:52.056 2018,978,702, 0
196.107,Mon Jul 02 01:50:52.064 2018,977,702, 0
196.115,Mon Jul 02 01:50:52.071 2018,976,703, 0
196.123,Mon Jul 02 01:50:52.079 2018,976,703, 0
196.131,Mon Jul 02 01:50:52.087 2018,976,703, 0
196.139,Mon Jul 02 01:50:52.095 2018,976,704, 0
196.147,Mon Jul 02 01:50:52.103 2018,975,704, 0
196.155,Mon Jul 02 01:50:52.111 2018,975,705, 0
196.163,Mon Jul 02 01:50:52.119 2018,973,710, 0
196.171,Mon Jul 02 01:50:52.127 2018,970,723, 0
196.179,Mon Jul 02 01:50:52.135 2018,966,742, 0
196.187,Mon Jul 02 01:50:52.143 2018,963,762, 0
196.195,Mon Jul 02 01:50:52.151 2018,962,780, 0
196.24,Mon Jul 02 01:50:52.196 2018,965,841, 0
196.243,Mon Jul 02 01:50:52.200 2018,966,847, 0
196.251,Mon Jul 02 01:50:52.208 2018,967,850, 0
196.315,Mon Jul 02 01:50:52.272 2018,968,851, 0
209.835,Mon Jul 02 01:51:05.792 2018,968,851, 1
210.011,Mon Jul 02 01:51:05.967 2018,968,851, 2
210.619,Mon Jul 02 01:51:06.576 2018,968,851, 0
210.651,Mon Jul 02 01:51:06.608 2018,969,851, 0
210.659,Mon Jul 02 01:51:06.616 2018,969,851, 0
210.667,Mon Jul 02 01:51:06.624 2018,970,850, 0
210.675,Mon Jul 02 01:51:06.632 2018,974,845, 0
210.683,Mon Jul 02 01:51:06.640 2018,979,840, 0
210.691,Mon Jul 02 01:51:06.648 2018,986,834, 0
210.699,Mon Jul 02 01:51:06.655 2018,991,828, 0
210.707,Mon Jul 02 01:51:06.663 2018,998,821, 0
210.715,Mon Jul 02 01:51:06.671 2018,1004,814, 0
210.723,Mon Jul 02 01:51:06.679 2018,1012,808, 0
210.731,Mon Jul 02 01:51:06.687 2018,1018,802, 0
210.739,Mon Jul 02 01:51:06.695 2018,1024,797, 0
210.747,Mon Jul 02 01:51:06.703 2018,1029,792, 0
210.755,Mon Jul 02 01:51:06.711 2018,1033,788, 0
210.763,Mon Jul 02 01:51:06.719 2018,1036,784, 0
210.771,Mon Jul 02 01:51:06.727 2018,1039,781, 0
210.779,Mon Jul 02 01:51:06.735 2018,1040,779, 0
210.787,Mon Jul 02 01:51:06.743 2018,1042,777, 0
210.795,Mon Jul 02 01:51:06.752 2018,1043,775, 0
210.803,Mon Jul 02 01:51:06.760 2018,1043,775, 0
210.843,Mon Jul 02 01:51:06.800 2018,1043,775, 1
210.955,Mon Jul 02 01:51:06.912 2018,1043,774, 0
210.971,Mon Jul 02 01:51:06.928 2018,1043,774, 2
257.347,Mon Jul 02 01:51:53.304 2018,1043,774, 0
257.355,Mon Jul 02 01:51:53.312 2018,1048,776, 0
257.363,Mon Jul 02 01:51:53.320 2018,1079,782, 0
257.428,Mon Jul 02 01:51:53.386 2018,1809,877, 0
257.435,Mon Jul 02 01:51:53.392 2018,2069,925, 0
257.443,Mon Jul 02 01:51:53.400 2018,2163,975, 0
257.451,Mon Jul 02 01:51:53.407 2018,2155,1027, 0
257.459,Mon Jul 02 01:51:53.415 2018,2142,1071, 0
257.467,Mon Jul 02 01:51:53.423 2018,2123,1108, 0
257.475,Mon Jul 02 01:51:53.431 2018,2104,1118, 0
257.483,Mon Jul 02 01:51:53.439 2018,2099,1123, 0
257.491,Mon Jul 02 01:51:53.447 2018,2069,1120, 0
257.499,Mon Jul 02 01:51:53.455 2018,2046,1111, 0
257.507,Mon Jul 02 01:51:53.463 2018,2024,1107, 0
257.515,Mon Jul 02 01:51:53.471 2018,2005,1101, 0
257.523,Mon Jul 02 01:51:53.479 2018,1988,1096, 0
257.531,Mon Jul 02 01:51:53.487 2018,1976,1091, 0
257.539,Mon Jul 02 01:51:53.495 2018,1961,1084, 0
257.547,Mon Jul 02 01:51:53.504 2018,1947,1082, 0
257.555,Mon Jul 02 01:51:53.512 2018,1931,1080, 0
257.795,Mon Jul 02 01:51:53.752 2018,1924,1079, 0
257.803,Mon Jul 02 01:51:53.760 2018,1921,1079, 0
257.811,Mon Jul 02 01:51:53.768 2018,1920,1079, 0
257.819,Mon Jul 02 01:51:53.776 2018,1919,1079, 0
257.827,Mon Jul 02 01:51:53.783 2018,1919,1079, 0
257.835,Mon Jul 02 01:51:53.791 2018,1917,1076, 0
257.843,Mon Jul 02 01:51:53.799 2018,1911,1070, 0
257.851,Mon Jul 02 01:51:53.807 2018,1904,1061, 0
257.859,Mon Jul 02 01:51:53.815 2018,1891,1048, 0
257.867,Mon Jul 02 01:51:53.823 2018,1870,1027, 0
257.875,Mon Jul 02 01:51:53.831 2018,1837,997, 0
257.883,Mon Jul 02 01:51:53.839 2018,1793,963, 0
257.891,Mon Jul 02 01:51:53.847 2018,1723,926, 0
257.899,Mon Jul 02 01:51:53.855 2018,1650,900, 0
257.907,Mon Jul 02 01:51:53.863 2018,1567,880, 0
257.915,Mon Jul 02 01:51:53.871 2018,1471,872, 0
257.923,Mon Jul 02 01:51:53.879 2018,1371,869, 0
257.931,Mon Jul 02 01:51:53.888 2018,1269,873, 0
257.939,Mon Jul 02 01:51:53.896 2018,1157,884, 0
257.947,Mon Jul 02 01:51:53.904 2018,1043,898, 0
257.955,Mon Jul 02 01:51:53.912 2018,912,917, 0
257.963,Mon Jul 02 01:51:53.920 2018,789,930, 0
257.971,Mon Jul 02 01:51:53.928 2018,675,942, 0
257.979,Mon Jul 02 01:51:53.936 2018,566,955, 0
257.987,Mon Jul 02 01:51:53.944 2018,460,969, 0
257.995,Mon Jul 02 01:51:53.952 2018,367,980, 0
258.003,Mon Jul 02 01:51:53.960 2018,282,987, 0
258.011,Mon Jul 02 01:51:53.968 2018,211,993, 0
258.019,Mon Jul 02 01:51:53.976 2018,137,1001, 0
258.027,Mon Jul 02 01:51:53.984 2018,82,1009, 0
258.035,Mon Jul 02 01:51:53.992 2018,39,1017, 0
258.043,Mon Jul 02 01:51:54.000 2018,10,1021, 0
258.051,Mon Jul 02 01:51:54.008 2018,-8,1024, 0
258.059,Mon Jul 02 01:51:54.016 2018,-10,1026, 0
258.067,Mon Jul 02 01:51:54.024 2018,-10,1024, 0
258.075,Mon Jul 02 01:51:54.032 2018,-15,1008, 0
258.083,Mon Jul 02 01:51:54.040 2018,-17,979, 0
258.091,Mon Jul 02 01:51:54.048 2018,-16,942, 0
258.099,Mon Jul 02 01:51:54.056 2018,-15,898, 0
258.107,Mon Jul 02 01:51:54.064 2018,-12,858, 0
258.115,Mon Jul 02 01:51:54.072 2018,-5,821, 0
258.123,Mon Jul 02 01:51:54.080 2018,0,789, 0
258.131,Mon Jul 02 01:51:54.088 2018,4,760, 0
258.139,Mon Jul 02 01:51:54.096 2018,20,726, 0
258.147,Mon Jul 02 01:51:54.104 2018,39,698, 0
258.155,Mon Jul 02 01:51:54.112 2018,59,673, 0
258.163,Mon Jul 02 01:51:54.120 2018,80,652, 0
258.171,Mon Jul 02 01:51:54.128 2018,97,640, 0
258.179,Mon Jul 02 01:51:54.136 2018,107,632, 0
258.187,Mon Jul 02 01:51:54.144 2018,111,629, 0
258.195,Mon Jul 02 01:51:54.152 2018,114,628, 0
258.203,Mon Jul 02 01:51:54.159 2018,116,624, 0
258.211,Mon Jul 02 01:51:54.167 2018,120,620, 0
258.219,Mon Jul 02 01:51:54.175 2018,125,611, 0
258.227,Mon Jul 02 01:51:54.183 2018,130,604, 0
258.235,Mon Jul 02 01:51:54.191 2018,133,597, 0
258.243,Mon Jul 02 01:51:54.199 2018,133,592, 0
258.251,Mon Jul 02 01:51:54.207 2018,133,589, 0
258.259,Mon Jul 02 01:51:54.215 2018,133,586, 0
258.267,Mon Jul 02 01:51:54.223 2018,133,583, 0
258.275,Mon Jul 02 01:51:54.231 2018,132,579, 0
258.283,Mon Jul 02 01:51:54.239 2018,132,574, 0
258.291,Mon Jul 02 01:51:54.247 2018,134,570, 0
258.299,Mon Jul 02 01:51:54.256 2018,136,566, 0
258.307,Mon Jul 02 01:51:54.264 2018,140,564, 0
258.315,Mon Jul 02 01:51:54.272 2018,146,562, 0
258.323,Mon Jul 02 01:51:54.280 2018,151,561, 0
258.331,Mon Jul 02 01:51:54.288 2018,159,559, 0
258.339,Mon Jul 02 01:51:54.296 2018,170,557, 0
258.347,Mon Jul 02 01:51:54.304 2018,190,552, 0
258.355,Mon Jul 02 01:51:54.312 2018,213,541, 0
258.363,Mon Jul 02 01:51:54.320 2018,242,527, 0
258.371,Mon Jul 02 01:51:54.328 2018,276,509, 0
258.379,Mon Jul 02 01:51:54.336 2018,313,487, 0
258.387,Mon Jul 02 01:51:54.344 2018,357,459, 0
258.395,Mon Jul 02 01:51:54.352 2018,400,425, 0
258.403,Mon Jul 02 01:51:54.360 2018,455,381, 0
258.411,Mon Jul 02 01:51:54.368 2018,513,334, 0
258.419,Mon Jul 02 01:51:54.376 2018,568,288, 0
258.427,Mon Jul 02 01:51:54.384 2018,620,241, 0
258.435,Mon Jul 02 01:51:54.392 2018,670,200, 0
258.443,Mon Jul 02 01:51:54.400 2018,719,161, 0
258.451,Mon Jul 02 01:51:54.408 2018,773,128, 0
258.459,Mon Jul 02 01:51:54.416 2018,834,94, 0
258.467,Mon Jul 02 01:51:54.424 2018,890,65, 0
258.475,Mon Jul 02 01:51:54.432 2018,948,43, 0
258.489,Mon Jul 02 01:51:54.446 2018,1002,24, 0
258.494,Mon Jul 02 01:51:54.451 2018,1053,11, 0
258.499,Mon Jul 02 01:51:54.456 2018,1099,-3, 0
258.507,Mon Jul 02 01:51:54.464 2018,1142,-9, 0
258.515,Mon Jul 02 01:51:54.472 2018,1185,-11, 0
258.523,Mon Jul 02 01:51:54.480 2018,1215,-7, 0
258.531,Mon Jul 02 01:51:54.488 2018,1239,-6, 0
258.539,Mon Jul 02 01:51:54.496 2018,1252,-3, 0
258.547,Mon Jul 02 01:51:54.504 2018,1264,-4, 0
258.555,Mon Jul 02 01:51:54.512 2018,1275,-2, 0
258.563,Mon Jul 02 01:51:54.520 2018,1284,-3, 0
258.571,Mon Jul 02 01:51:54.527 2018,1292,-3, 0
258.579,Mon Jul 02 01:51:54.535 2018,1298,-3, 0
258.587,Mon Jul 02 01:51:54.543 2018,1304,-3, 0
258.595,Mon Jul 02 01:51:54.551 2018,1310,-3, 0
258.603,Mon Jul 02 01:51:54.559 2018,1314,-2, 0
258.611,Mon Jul 02 01:51:54.567 2018,1319,-2, 0
258.619,Mon Jul 02 01:51:54.575 2018,1323,-1, 0
258.627,Mon Jul 02 01:51:54.583 2018,1326,-1, 0
258.635,Mon Jul 02 01:51:54.591 2018,1328,0, 0
258.659,Mon Jul 02 01:51:54.615 2018,1328,0, 0
258.667,Mon Jul 02 01:51:54.623 2018,1329,0, 0
258.675,Mon Jul 02 01:51:54.632 2018,1330,1, 0
258.683,Mon Jul 02 01:51:54.640 2018,1331,6, 0
258.691,Mon Jul 02 01:51:54.648 2018,1333,15, 0
258.699,Mon Jul 02 01:51:54.656 2018,1337,25, 0
258.707,Mon Jul 02 01:51:54.664 2018,1340,36, 0
258.715,Mon Jul 02 01:51:54.672 2018,1344,48, 0
258.723,Mon Jul 02 01:51:54.680 2018,1349,59, 0
258.742,Mon Jul 02 01:51:54.698 2018,1353,69, 0
258.746,Mon Jul 02 01:51:54.703 2018,1356,77, 0
258.759,Mon Jul 02 01:51:54.715 2018,1361,93, 0
258.764,Mon Jul 02 01:51:54.721 2018,1363,98, 0
258.774,Mon Jul 02 01:51:54.731 2018,1365,104, 0
258.779,Mon Jul 02 01:51:54.736 2018,1366,109, 0
258.787,Mon Jul 02 01:51:54.744 2018,1367,113, 0
258.795,Mon Jul 02 01:51:54.752 2018,1368,117, 0
258.803,Mon Jul 02 01:51:54.760 2018,1369,122, 0
