0,0,Mon Jul 02 01:47:35.994 2018,0.00825453
1,0.133,Mon Jul 02 01:47:36.127 2018,0.007231468
2,0.266,Mon Jul 02 01:47:36.260 2018,0.007083374
4,0.533,Mon Jul 02 01:47:36.527 2018,0.004138146
5,0.667,Mon Jul 02 01:47:36.661 2018,0.01056044
6,0.801,Mon Jul 02 01:47:36.795 2018,0.008775635
7,0.933,Mon Jul 02 01:47:36.927 2018,0.005218847
8,1.067,Mon Jul 02 01:47:37.061 2018,0.01579684
9,1.201,Mon Jul 02 01:47:37.195 2018,0.01072675
10,1.335,Mon Jul 02 01:47:37.329 2018,0.01495371
11,1.469,Mon Jul 02 01:47:37.463 2018,0.003191761
12,1.601,Mon Jul 02 01:47:37.595 2018,0.004574085
13,1.737,Mon Jul 02 01:47:37.731 2018,0.00664008
14,1.868,Mon Jul 02 01:47:37.862 2018,0.005840711
15,2.002,Mon Jul 02 01:47:37.996 2018,0.01312078
16,2.134,Mon Jul 02 01:47:38.128 2018,0.007785342
17,2.27,Mon Jul 02 01:47:38.264 2018,0.002387301
18,2.401,Mon Jul 02 01:47:38.395 2018,0.008032483
19,2.536,Mon Jul 02 01:47:38.530 2018,0.008800934
20,2.673,Mon Jul 02 01:47:38.667 2018,0.002840357
21,2.802,Mon Jul 02 01:47:38.796 2018,0.002640874
22,2.937,Mon Jul 02 01:47:38.931 2018,0.003715193
23,3.069,Mon Jul 02 01:47:39.063 2018,0.00454505
24,3.202,Mon Jul 02 01:47:39.196 2018,0.001632456
25,3.34,Mon Jul 02 01:47:39.334 2018,0.003504759
26,3.471,Mon Jul 02 01:47:39.465 2018,0.004789208
27,3.603,Mon Jul 02 01:47:39.597 2018,0.00626771
28,3.739,Mon Jul 02 01:47:39.733 2018,0.006035092
29,3.871,Mon Jul 02 01:47:39.865 2018,0.004576754
30,4.004,Mon Jul 02 01:47:39.998 2018,0.007430393
31,4.139,Mon Jul 02 01:47:40.133 2018,0.005927816
32,4.271,Mon Jul 02 01:47:40.265 2018,0.005410726
33,4.403,Mon Jul 02 01:47:40.397 2018,0.009135612
34,4.544,Mon Jul 02 01:47:40.538 2018,0.006485745
35,4.672,Mon Jul 02 01:47:40.666 2018,0.004283563
36,4.804,Mon Jul 02 01:47:40.798 2018,0.004996315
