"Session","StartTime","EndTime"
"RestingBaseline",2018-07-02 13:47:41,2018-07-02 13:50:04
"BaselineWriting",2018-07-02 13:50:17,2018-07-02 13:55:17
"StressCondition",2018-07-02 13:58:14,2018-07-02 14:03:14
"DualTask",2018-07-02 14:04:16,2018-07-02 14:54:16
"Presentation",2018-07-02 15:05:43,2018-07-02 15:09:18
