"Session","StartTime","EndTime"
"RestingBaseline",2018-06-21 12:44:01,2018-06-21 12:49:05
"BaselineWriting",2018-06-21 12:50:35,2018-06-21 12:55:35
"StressCondition",2018-06-21 12:57:48,2018-06-21 13:02:48
"DualTask",2018-06-21 13:04:33,2018-06-21 13:54:33
"Presentation",2018-06-21 14:04:29,2018-06-21 14:07:27
