#KeystrokeID,Time,Timestamp,IsKeyDown,Key
0,320.195,Mon Jun 18 11:50:35.311 2018,0,TAB
1,320.331,Mon Jun 18 11:50:35.446 2018,1,TAB
2,328.131,Mon Jun 18 11:50:43.246 2018,0,LSHIFT
3,328.638,Mon Jun 18 11:50:43.754 2018,0,LSHIFT
4,328.668,Mon Jun 18 11:50:43.784 2018,0,LSHIFT
5,328.698,Mon Jun 18 11:50:43.814 2018,0,LSHIFT
6,328.735,Mon Jun 18 11:50:43.851 2018,0,LSHIFT
7,328.766,Mon Jun 18 11:50:43.882 2018,0,LSHIFT
8,328.797,Mon Jun 18 11:50:43.913 2018,0,LSHIFT
9,328.834,Mon Jun 18 11:50:43.950 2018,0,LSHIFT
10,328.862,Mon Jun 18 11:50:43.978 2018,0,LSHIFT
11,328.898,Mon Jun 18 11:50:44.014 2018,0,LSHIFT
12,328.928,Mon Jun 18 11:50:44.044 2018,0,LSHIFT
13,328.966,Mon Jun 18 11:50:44.082 2018,0,LSHIFT
14,328.996,Mon Jun 18 11:50:44.112 2018,0,LSHIFT
15,329.034,Mon Jun 18 11:50:44.150 2018,0,LSHIFT
16,329.064,Mon Jun 18 11:50:44.180 2018,0,LSHIFT
17,329.094,Mon Jun 18 11:50:44.210 2018,0,LSHIFT
18,329.131,Mon Jun 18 11:50:44.247 2018,0,LSHIFT
19,329.162,Mon Jun 18 11:50:44.278 2018,0,LSHIFT
20,329.192,Mon Jun 18 11:50:44.308 2018,0,LSHIFT
21,329.229,Mon Jun 18 11:50:44.345 2018,0,LSHIFT
22,329.259,Mon Jun 18 11:50:44.375 2018,0,LSHIFT
23,329.297,Mon Jun 18 11:50:44.413 2018,0,LSHIFT
24,329.328,Mon Jun 18 11:50:44.444 2018,0,LSHIFT
25,329.358,Mon Jun 18 11:50:44.474 2018,0,LSHIFT
26,329.39,Mon Jun 18 11:50:44.506 2018,0,LSHIFT
27,329.423,Mon Jun 18 11:50:44.539 2018,0,LSHIFT
28,329.462,Mon Jun 18 11:50:44.578 2018,0,LSHIFT
29,329.492,Mon Jun 18 11:50:44.608 2018,0,LSHIFT
30,329.522,Mon Jun 18 11:50:44.638 2018,0,LSHIFT
31,329.56,Mon Jun 18 11:50:44.676 2018,0,LSHIFT
32,329.59,Mon Jun 18 11:50:44.706 2018,0,LSHIFT
33,329.628,Mon Jun 18 11:50:44.744 2018,0,LSHIFT
34,329.658,Mon Jun 18 11:50:44.774 2018,0,LSHIFT
35,329.688,Mon Jun 18 11:50:44.804 2018,0,LSHIFT
36,329.726,Mon Jun 18 11:50:44.842 2018,0,LSHIFT
37,329.756,Mon Jun 18 11:50:44.872 2018,0,LSHIFT
38,329.786,Mon Jun 18 11:50:44.902 2018,0,LSHIFT
39,329.823,Mon Jun 18 11:50:44.939 2018,0,LSHIFT
40,329.853,Mon Jun 18 11:50:44.969 2018,0,LSHIFT
41,329.884,Mon Jun 18 11:50:45.001 2018,0,LSHIFT
42,329.92,Mon Jun 18 11:50:45.036 2018,0,LSHIFT
43,329.957,Mon Jun 18 11:50:45.073 2018,0,LSHIFT
44,329.987,Mon Jun 18 11:50:45.103 2018,0,LSHIFT
45,330.017,Mon Jun 18 11:50:45.133 2018,0,LSHIFT
46,330.049,Mon Jun 18 11:50:45.165 2018,0,LSHIFT
47,330.088,Mon Jun 18 11:50:45.204 2018,0,LSHIFT
48,330.118,Mon Jun 18 11:50:45.234 2018,0,LSHIFT
49,330.155,Mon Jun 18 11:50:45.271 2018,0,LSHIFT
50,330.185,Mon Jun 18 11:50:45.301 2018,0,LSHIFT
51,330.215,Mon Jun 18 11:50:45.331 2018,0,LSHIFT
52,330.254,Mon Jun 18 11:50:45.369 2018,0,LSHIFT
53,330.284,Mon Jun 18 11:50:45.400 2018,0,LSHIFT
54,330.314,Mon Jun 18 11:50:45.430 2018,0,LSHIFT
55,330.352,Mon Jun 18 11:50:45.468 2018,0,LSHIFT
56,330.383,Mon Jun 18 11:50:45.499 2018,0,LSHIFT
57,330.413,Mon Jun 18 11:50:45.529 2018,0,LSHIFT
58,330.446,Mon Jun 18 11:50:45.561 2018,0,LSHIFT
59,330.484,Mon Jun 18 11:50:45.600 2018,0,LSHIFT
60,330.514,Mon Jun 18 11:50:45.630 2018,0,LSHIFT
61,330.551,Mon Jun 18 11:50:45.667 2018,0,LSHIFT
62,330.581,Mon Jun 18 11:50:45.697 2018,0,LSHIFT
63,330.611,Mon Jun 18 11:50:45.727 2018,0,LSHIFT
64,330.649,Mon Jun 18 11:50:45.765 2018,0,LSHIFT
65,330.679,Mon Jun 18 11:50:45.795 2018,0,LSHIFT
66,330.71,Mon Jun 18 11:50:45.826 2018,0,LSHIFT
67,330.747,Mon Jun 18 11:50:45.863 2018,0,LSHIFT
68,330.778,Mon Jun 18 11:50:45.894 2018,0,LSHIFT
69,330.815,Mon Jun 18 11:50:45.931 2018,0,LSHIFT
70,330.846,Mon Jun 18 11:50:45.962 2018,0,LSHIFT
