"Session","StartTime","EndTime"
"RestingBaseline",2018-06-21 15:48:12,2018-06-21 15:53:15
"BaselineWriting",2018-06-21 15:54:01,2018-06-21 15:59:01
"StressCondition",2018-06-21 16:02:27,2018-06-21 16:07:27
"DualTask",2018-06-21 16:08:24,2018-06-21 16:58:24
"Presentation",2018-06-21 17:09:05,2018-06-21 17:12:28
