"Session","StartTime","EndTime"
"RestingBaseline",2018-06-28 10:52:09,2018-06-28 10:54:52
"BaselineWriting",2018-06-28 10:55:44,2018-06-28 11:00:44
"StressCondition",2018-06-28 11:02:13,2018-06-28 11:07:13
"DualTask",2018-06-28 11:07:48,2018-06-28 11:57:48
"Presentation",2018-06-28 12:05:28,2018-06-28 12:09:11
