Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,9.208406,Tue Jul 17 13:49:45.079 2018,208.0735,Tue Jul 17 13:53:03.944 2018
Session 2,4560.849,Tue Jul 17 15:05:35.720 2018,4778.433,Tue Jul 17 15:09:14.303 2018
