"Session","StartTime","EndTime"
"RestingBaseline",2018-07-17 13:49:45,2018-07-17 13:53:03
"BaselineWriting",2018-07-17 13:53:50,2018-07-17 13:58:50
"StressCondition",2018-07-17 14:00:27,2018-07-17 14:05:27
"DualTask",2018-07-17 14:05:52,2018-07-17 14:55:52
"Presentation",2018-07-17 15:05:35,2018-07-17 15:09:14
