"Session","StartTime","EndTime"
"RestingBaseline",2018-06-19 15:27:15,2018-06-19 15:32:30
"BaselineWriting",2018-06-19 15:33:18,2018-06-19 15:38:18
"StressCondition",2018-06-19 15:38:58,2018-06-19 15:43:58
"DualTask",2018-06-19 15:45:30,2018-06-19 16:35:30
"Presentation",2018-06-19 16:45:50,2018-06-19 16:47:18
