Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,60.59557,Tue Jul 17 15:44:44.888 2018,312.6129,Tue Jul 17 15:48:56.906 2018
Session 2,4861.796,Tue Jul 17 17:04:46.089 2018,5020.886,Tue Jul 17 17:07:25.179 2018
