"Session","StartTime","EndTime"
"RestingBaseline",2018-07-17 15:44:44,2018-07-17 15:48:56
"BaselineWriting",2018-07-17 15:51:20,2018-07-17 15:56:20
"StressCondition",2018-07-17 15:59:35,2018-07-17 16:04:35
"DualTask",2018-07-17 16:04:56,2018-07-17 16:54:56
"Presentation",2018-07-17 17:04:46,2018-07-17 17:07:25
