"Session","StartTime","EndTime"
"RestingBaseline",2018-09-04 13:05:56,2018-09-04 13:09:57
"BaselineWriting",2018-09-04 13:10:51,2018-09-04 13:15:51
"StressCondition",2018-09-04 13:16:19,2018-09-04 13:21:19
"DualTask",2018-09-04 13:23:10,2018-09-04 14:13:10
"Presentation",2018-09-04 14:22:42,2018-09-04 14:24:17
