4477.09,Mon Jun 25 02:50:20.413 2018,714,446, 1
4477.21,Mon Jun 25 02:50:20.538 2018,714,446, 2
4477.69,Mon Jun 25 02:50:21.020 2018,714,446, 0
4477.698,Mon Jun 25 02:50:21.024 2018,714,446, 0
4477.706,Mon Jun 25 02:50:21.033 2018,715,446, 0
4477.714,Mon Jun 25 02:50:21.043 2018,716,445, 0
4477.722,Mon Jun 25 02:50:21.052 2018,719,445, 0
4477.73,Mon Jun 25 02:50:21.057 2018,722,444, 0
4477.738,Mon Jun 25 02:50:21.065 2018,729,443, 0
4477.746,Mon Jun 25 02:50:21.075 2018,736,441, 0
4477.754,Mon Jun 25 02:50:21.083 2018,745,439, 0
4477.762,Mon Jun 25 02:50:21.092 2018,755,437, 0
4477.77,Mon Jun 25 02:50:21.095 2018,765,434, 0
4477.778,Mon Jun 25 02:50:21.106 2018,775,432, 0
4477.786,Mon Jun 25 02:50:21.116 2018,786,430, 0
4477.794,Mon Jun 25 02:50:21.124 2018,798,428, 0
4477.802,Mon Jun 25 02:50:21.126 2018,809,427, 0
4477.81,Mon Jun 25 02:50:21.136 2018,820,425, 0
4477.818,Mon Jun 25 02:50:21.146 2018,830,422, 0
4477.826,Mon Jun 25 02:50:21.156 2018,838,420, 0
4477.834,Mon Jun 25 02:50:21.164 2018,846,418, 0
4477.842,Mon Jun 25 02:50:21.166 2018,853,416, 0
4477.85,Mon Jun 25 02:50:21.176 2018,860,413, 0
4477.858,Mon Jun 25 02:50:21.187 2018,867,410, 0
4477.866,Mon Jun 25 02:50:21.195 2018,875,407, 0
4477.874,Mon Jun 25 02:50:21.202 2018,880,404, 0
4477.882,Mon Jun 25 02:50:21.211 2018,885,402, 0
4477.89,Mon Jun 25 02:50:21.218 2018,888,401, 0
4477.898,Mon Jun 25 02:50:21.225 2018,890,399, 0
4477.906,Mon Jun 25 02:50:21.236 2018,893,398, 0
4477.914,Mon Jun 25 02:50:21.242 2018,894,397, 0
4477.922,Mon Jun 25 02:50:21.251 2018,895,397, 0
4477.93,Mon Jun 25 02:50:21.260 2018,895,397, 0
4477.938,Mon Jun 25 02:50:21.265 2018,896,396, 0
4477.946,Mon Jun 25 02:50:21.275 2018,896,395, 0
4477.954,Mon Jun 25 02:50:21.285 2018,897,395, 0
4477.97,Mon Jun 25 02:50:21.301 2018,897,395, 0
4477.978,Mon Jun 25 02:50:21.309 2018,898,395, 0
4477.994,Mon Jun 25 02:50:21.322 2018,898,395, 0
4478.002,Mon Jun 25 02:50:21.331 2018,898,394, 0
4478.01,Mon Jun 25 02:50:21.337 2018,899,394, 0
4478.106,Mon Jun 25 02:50:21.435 2018,899,394, 0
4478.122,Mon Jun 25 02:50:21.453 2018,900,394, 0
4478.13,Mon Jun 25 02:50:21.456 2018,900,394, 0
4478.138,Mon Jun 25 02:50:21.466 2018,901,394, 0
4478.146,Mon Jun 25 02:50:21.476 2018,903,395, 0
4478.154,Mon Jun 25 02:50:21.484 2018,905,396, 0
4478.162,Mon Jun 25 02:50:21.486 2018,907,397, 0
4478.17,Mon Jun 25 02:50:21.497 2018,910,399, 0
4478.178,Mon Jun 25 02:50:21.507 2018,912,400, 0
4478.186,Mon Jun 25 02:50:21.515 2018,913,402, 0
4478.194,Mon Jun 25 02:50:21.522 2018,915,402, 0
4478.202,Mon Jun 25 02:50:21.531 2018,917,403, 0
4478.21,Mon Jun 25 02:50:21.540 2018,918,404, 0
4478.218,Mon Jun 25 02:50:21.545 2018,920,405, 0
4478.226,Mon Jun 25 02:50:21.554 2018,922,407, 0
4478.234,Mon Jun 25 02:50:21.563 2018,923,408, 0
4478.242,Mon Jun 25 02:50:21.573 2018,925,409, 0
4478.25,Mon Jun 25 02:50:21.574 2018,925,409, 0
4478.266,Mon Jun 25 02:50:21.596 2018,926,409, 0
4478.298,Mon Jun 25 02:50:21.626 2018,926,410, 0
4478.33,Mon Jun 25 02:50:21.657 2018,927,410, 0
4478.338,Mon Jun 25 02:50:21.667 2018,927,411, 0
4478.354,Mon Jun 25 02:50:21.680 2018,927,411, 0
4478.362,Mon Jun 25 02:50:21.692 2018,927,411, 0
4478.37,Mon Jun 25 02:50:21.700 2018,928,411, 0
4478.458,Mon Jun 25 02:50:21.786 2018,929,412, 0
4478.482,Mon Jun 25 02:50:21.812 2018,929,412, 0
4478.514,Mon Jun 25 02:50:21.844 2018,930,412, 0
4478.522,Mon Jun 25 02:50:21.846 2018,930,413, 0
4478.53,Mon Jun 25 02:50:21.856 2018,930,413, 0
4478.538,Mon Jun 25 02:50:21.866 2018,931,414, 0
4478.554,Mon Jun 25 02:50:21.884 2018,931,414, 0
4478.562,Mon Jun 25 02:50:21.886 2018,931,415, 0
4478.57,Mon Jun 25 02:50:21.897 2018,932,415, 0
4478.578,Mon Jun 25 02:50:21.907 2018,932,415, 0
4478.586,Mon Jun 25 02:50:21.915 2018,933,415, 0
4478.594,Mon Jun 25 02:50:21.921 2018,933,416, 0
4478.602,Mon Jun 25 02:50:21.930 2018,934,416, 0
4478.61,Mon Jun 25 02:50:21.937 2018,934,418, 0
4478.618,Mon Jun 25 02:50:21.948 2018,936,419, 0
4478.626,Mon Jun 25 02:50:21.956 2018,936,420, 0
4478.634,Mon Jun 25 02:50:21.962 2018,937,421, 0
4478.642,Mon Jun 25 02:50:21.971 2018,938,422, 0
4478.65,Mon Jun 25 02:50:21.980 2018,939,424, 0
4478.658,Mon Jun 25 02:50:21.981 2018,940,425, 0
4478.666,Mon Jun 25 02:50:21.995 2018,941,427, 0
4478.674,Mon Jun 25 02:50:22.003 2018,943,429, 0
4478.682,Mon Jun 25 02:50:22.012 2018,944,432, 0
4478.69,Mon Jun 25 02:50:22.015 2018,947,435, 0
4478.698,Mon Jun 25 02:50:22.025 2018,950,440, 0
4478.706,Mon Jun 25 02:50:22.035 2018,955,446, 0
4478.714,Mon Jun 25 02:50:22.044 2018,959,452, 0
4478.722,Mon Jun 25 02:50:22.053 2018,964,459, 0
4478.73,Mon Jun 25 02:50:22.056 2018,970,469, 0
4478.738,Mon Jun 25 02:50:22.066 2018,977,479, 0
4478.746,Mon Jun 25 02:50:22.076 2018,985,492, 0
4478.754,Mon Jun 25 02:50:22.084 2018,999,514, 0
4478.762,Mon Jun 25 02:50:22.086 2018,1013,535, 0
4478.77,Mon Jun 25 02:50:22.096 2018,1028,559, 0
4478.778,Mon Jun 25 02:50:22.106 2018,1044,586, 0
4478.786,Mon Jun 25 02:50:22.117 2018,1061,613, 0
4478.794,Mon Jun 25 02:50:22.124 2018,1078,642, 0
4478.802,Mon Jun 25 02:50:22.127 2018,1095,669, 0
4478.81,Mon Jun 25 02:50:22.137 2018,1116,697, 0
4478.818,Mon Jun 25 02:50:22.147 2018,1132,719, 0
4478.826,Mon Jun 25 02:50:22.155 2018,1144,734, 0
4478.834,Mon Jun 25 02:50:22.160 2018,1152,745, 0
4478.842,Mon Jun 25 02:50:22.172 2018,1158,754, 0
4478.85,Mon Jun 25 02:50:22.180 2018,1163,760, 0
4478.858,Mon Jun 25 02:50:22.187 2018,1167,764, 0
4478.906,Mon Jun 25 02:50:22.235 2018,1168,767, 0
4478.922,Mon Jun 25 02:50:22.252 2018,1169,768, 0
4478.93,Mon Jun 25 02:50:22.253 2018,1170,769, 0
4478.938,Mon Jun 25 02:50:22.263 2018,1170,771, 0
4478.946,Mon Jun 25 02:50:22.271 2018,1170,772, 0
4478.954,Mon Jun 25 02:50:22.280 2018,1170,774, 0
4478.962,Mon Jun 25 02:50:22.290 2018,1170,776, 0
4478.97,Mon Jun 25 02:50:22.300 2018,1169,779, 0
4478.978,Mon Jun 25 02:50:22.307 2018,1169,782, 0
4478.986,Mon Jun 25 02:50:22.316 2018,1169,785, 0
4478.994,Mon Jun 25 02:50:22.325 2018,1168,790, 0
4479.002,Mon Jun 25 02:50:22.333 2018,1167,794, 0
4479.01,Mon Jun 25 02:50:22.335 2018,1166,800, 0
