"Session","StartTime","EndTime"
"RestingBaseline",2018-06-25 13:37:28,2018-06-25 13:39:04
"BaselineWriting",2018-06-25 13:39:41,2018-06-25 13:44:41
"StressCondition",2018-06-25 13:46:50,2018-06-25 13:51:50
"DualTask",2018-06-25 13:51:52,2018-06-25 14:41:52
"Presentation",2018-06-25 14:53:57,2018-06-25 14:56:24
