Time,Timestamp,X,Y,Type
283.909,Fri Jun 29 02:07:53.661 2018,1137,945, 0
283.916,Fri Jun 29 02:07:53.668 2018,1131,941, 0
283.924,Fri Jun 29 02:07:53.676 2018,1121,932, 0
283.932,Fri Jun 29 02:07:53.684 2018,1110,919, 0
283.94,Fri Jun 29 02:07:53.693 2018,1098,904, 0
283.948,Fri Jun 29 02:07:53.701 2018,1086,884, 0
283.956,Fri Jun 29 02:07:53.709 2018,1072,860, 0
283.964,Fri Jun 29 02:07:53.717 2018,1062,834, 0
283.972,Fri Jun 29 02:07:53.725 2018,1057,810, 0
283.98,Fri Jun 29 02:07:53.733 2018,1052,794, 0
283.988,Fri Jun 29 02:07:53.741 2018,1048,778, 0
283.996,Fri Jun 29 02:07:53.749 2018,1043,761, 0
284.004,Fri Jun 29 02:07:53.757 2018,1037,743, 0
284.012,Fri Jun 29 02:07:53.765 2018,1031,720, 0
284.02,Fri Jun 29 02:07:53.773 2018,1023,691, 0
284.028,Fri Jun 29 02:07:53.781 2018,1017,673, 0
284.036,Fri Jun 29 02:07:53.789 2018,1008,656, 0
284.044,Fri Jun 29 02:07:53.797 2018,1004,645, 0
284.052,Fri Jun 29 02:07:53.805 2018,1000,640, 0
284.316,Fri Jun 29 02:07:54.068 2018,999,637, 0
284.356,Fri Jun 29 02:07:54.108 2018,998,635, 0
284.364,Fri Jun 29 02:07:54.116 2018,998,634, 0
284.372,Fri Jun 29 02:07:54.124 2018,998,633, 0
284.388,Fri Jun 29 02:07:54.140 2018,998,632, 0
284.396,Fri Jun 29 02:07:54.149 2018,998,631, 0
284.412,Fri Jun 29 02:07:54.164 2018,999,631, 0
284.724,Fri Jun 29 02:07:54.477 2018,1000,630, 0
284.732,Fri Jun 29 02:07:54.485 2018,1001,630, 0
284.74,Fri Jun 29 02:07:54.493 2018,1003,629, 0
284.748,Fri Jun 29 02:07:54.501 2018,1008,625, 0
284.756,Fri Jun 29 02:07:54.509 2018,1019,615, 0
284.764,Fri Jun 29 02:07:54.516 2018,1036,604, 0
284.772,Fri Jun 29 02:07:54.525 2018,1070,580, 0
284.78,Fri Jun 29 02:07:54.533 2018,1123,547, 0
284.788,Fri Jun 29 02:07:54.540 2018,1191,505, 0
284.796,Fri Jun 29 02:07:54.548 2018,1272,459, 0
284.804,Fri Jun 29 02:07:54.556 2018,1356,409, 0
284.812,Fri Jun 29 02:07:54.564 2018,1448,354, 0
284.82,Fri Jun 29 02:07:54.572 2018,1536,307, 0
284.828,Fri Jun 29 02:07:54.580 2018,1615,271, 0
284.836,Fri Jun 29 02:07:54.588 2018,1694,238, 0
284.844,Fri Jun 29 02:07:54.596 2018,1760,209, 0
284.852,Fri Jun 29 02:07:54.605 2018,1815,184, 0
284.86,Fri Jun 29 02:07:54.613 2018,1861,166, 0
284.868,Fri Jun 29 02:07:54.621 2018,1904,149, 0
284.876,Fri Jun 29 02:07:54.629 2018,1941,135, 0
284.884,Fri Jun 29 02:07:54.637 2018,1950,122, 0
284.892,Fri Jun 29 02:07:54.645 2018,1946,107, 0
284.9,Fri Jun 29 02:07:54.653 2018,1939,94, 0
