"CovertedTime","Time","NR_Perspiration","Perspiration","HR_z","BR_z","Session","EDA_i","HR_i","EDA_l","HR_l"
2018-06-29 14:03:58,49,"0.00364152804223967","0.00308078251724138",0,22.6,"RestingBaseline",0.10888,79.77,0.099522,79.72
2018-06-29 14:03:59,50,"0.00364007914388542","0.0041993844516129",0,22.6,"RestingBaseline",0.11112175,79.8,0.098242,79.77
2018-06-29 14:04:00,51,"0.00363854908729578","0.00482856862068966",0,22.7,"RestingBaseline",0.10920025,79.85,0.097282,79.83
2018-06-29 14:04:01,52,"0.00363695666529269","0.00389133466666667",0,22.7,"RestingBaseline",0.11048125,79.9,0.099522,79.9
2018-06-29 14:04:02,53,"0.00363524255421257","0.00460175986666667",0,22.8,"RestingBaseline",0.10920025,79.95,0.099842,79.97
2018-06-29 14:04:03,54,"0.00363342733149594","0.00352857556666667",0,22.8,"RestingBaseline",0.107599,80.02,0.097282,80
2018-06-29 14:04:04,55,"0.00363150664671258","0.00359887193333333",0,22.7,"RestingBaseline",0.11112175,80.08,0.100802,80.03
2018-06-29 14:04:05,56,"0.00362947721244914","0.00361607256666667",0,22.7,"RestingBaseline",0.1095205,80.13,0.098882,80.07
2018-06-29 14:04:06,57,"0.00362733680175934","0.00320749226666667",0,22.5,"RestingBaseline",0.10920025,80.18,0.098882,80.1
2018-06-29 14:04:07,58,"0.00362508423786968","0.0037029685",0,22.5,"RestingBaseline",0.111442,80.22,0.099202,80.1
2018-06-29 14:04:08,59,"0.0036227193825115","0.00397126166666667",0,22.4,"RestingBaseline",0.1095205,80.22,0.100162,80.08
2018-06-29 14:04:09,60,"0.0036202431272891","0.00343768373333333",0,22.4,"RestingBaseline",0.110161,80.2,0.099202,80.05
2018-06-29 14:04:10,61,"0.00361765739023808","0.00372112333333333",0,22.5,"RestingBaseline",0.111442,80.17,0.098882,79.98
2018-06-29 14:04:11,62,"0.00361496511748905","0.0039747173",0,22.5,"RestingBaseline",0.1095205,80.12,0.098882,79.93
2018-06-29 14:04:12,63,"0.00361217028802014","0.00422225926666667",0,22.4,"RestingBaseline",0.111442,80.05,0.100482,79.87
2018-06-29 14:04:13,64,"0.00360927791807643","0.0044211393",0,22.4,"RestingBaseline",0.111442,79.98,0.099842,79.8
2018-06-29 14:04:14,65,"0.0036062940610782","0.00351502246666667",0,22.2,"RestingBaseline",0.11112175,79.92,0.098882,79.73
2018-06-29 14:04:15,66,"0.0036032257987403","0.0036505283",0,22.2,"RestingBaseline",0.1120825,79.85,0.099842,79.67
2018-06-29 14:04:16,67,"0.00360008121959367","0.0034590787",0,22.1,"RestingBaseline",0.110161,79.77,0.100162,79.58
2018-06-29 14:04:17,68,"0.00359686938197906","0.00378774106666667",0,22.1,"RestingBaseline",0.111442,79.68,0.100802,79.5
2018-06-29 14:04:18,69,"0.00359360025968548","0.0038883784",0,22,"RestingBaseline",0.11176225,79.6,0.100482,79.42
2018-06-29 14:04:19,70,"0.00359028466955746","0.0035142061",0,22,"RestingBaseline",0.1108015,79.52,0.100802,79.33
2018-06-29 14:04:20,71,"0.00358693418145697","0.00353804106666667",0,21.9,"RestingBaseline",0.11176225,79.43,0.100162,79.27
2018-06-29 14:04:21,72,"0.00358356101185346","0.0038649528",0,21.9,"RestingBaseline",0.11048125,79.35,0.099202,79.18
2018-06-29 14:04:22,73,"0.00358017790299197","0.00358469283333333",0,21.8,"RestingBaseline",0.111442,79.28,0.099202,79.12
2018-06-29 14:04:23,74,"0.00357679799005811","0.00427612943333333",0,21.8,"RestingBaseline",0.1120825,79.22,0.099202,79.05
2018-06-29 14:04:24,75,"0.00357343465904448","0.00319812806666667",0,22,"RestingBaseline",0.1108015,79.15,0.098882,78.98
2018-06-29 14:04:25,76,"0.00357010139816242","0.00340978593333333",0,22,"RestingBaseline",0.11304325,79.08,0.100482,78.93
2018-06-29 14:04:26,77,"0.00356681164567505","0.003245539",0,21.9,"RestingBaseline",0.1108015,79.03,0.099522,78.92
2018-06-29 14:04:27,78,"0.0035635786369946","0.0033645404",0,21.9,"RestingBaseline",0.11240275,79,0.099522,78.92
2018-06-29 14:04:28,79,"0.00356041525383389","0.00313597643333333",0,21.8,"RestingBaseline",0.1120825,78.98,0.100482,78.92
2018-06-29 14:04:29,80,"0.00355738424204771","0.00373850610344828",0,21.8,"RestingBaseline",0.11656575,78.98,0.100162,78.92
2018-06-29 14:04:30,81,"0.00355444421265616","0.0034428107",0,21.8,"RestingBaseline",0.1120825,78.98,0.100162,78.93
2018-06-29 14:04:31,82,"0.00355151081679829","0.00399743487096774",0,21.8,"RestingBaseline",0.111442,78.98,0.100802,78.95
2018-06-29 14:04:32,83,"0.00354878494526005","0.00326543146428571",0,21.7,"RestingBaseline",0.112723,79,0.100162,78.98
2018-06-29 14:04:33,84,"0.00354730794952353","0.0045959576",0,21.7,"RestingBaseline",0.1120825,79.02,0.099522,79.02
2018-06-29 14:04:34,85,"0.00354583631760394","0.00331315768965517",0,21.6,"RestingBaseline",0.112723,79.03,0.100482,79.05
2018-06-29 14:04:35,86,"0.00354337645537786","0.0033662492",0,21.6,"RestingBaseline",0.112723,79.07,0.101122,79.08
2018-06-29 14:04:36,87,"0.00354101280123957","0.00307074636666667",0,21.6,"RestingBaseline",0.1120825,79.1,0.101122,79.12
2018-06-29 14:04:37,88,"0.00353879429173646","0.00304293173333333",0,21.6,"RestingBaseline",0.11432425,79.13,0.100482,79.15
2018-06-29 14:04:38,89,"0.00353672554907734","0.00312250943333333",0,21.5,"RestingBaseline",0.111442,79.17,0.102722,79.2
2018-06-29 14:04:39,90,"0.00353481010459251","0.00325579223333333",0,21.5,"RestingBaseline",0.11368375,79.22,0.101442,79.25
2018-06-29 14:04:40,91,"0.00353305046654496","0.0030026003",0,21.5,"RestingBaseline",0.11368375,79.27,0.101122,79.32
2018-06-29 14:04:41,92,"0.0035314482172161","0.00312237153333333",0,21.5,"RestingBaseline",0.112723,79.33,0.101122,79.38
2018-06-29 14:04:42,93,"0.00353000413596474","0.0032795296",0,21.4,"RestingBaseline",0.11304325,79.4,0.100482,79.45
2018-06-29 14:04:43,94,"0.00352871834347853","0.00462115603333333",0,21.4,"RestingBaseline",0.11176225,79.47,0.102722,79.53
2018-06-29 14:04:44,95,"0.00352759046124877","0.0034556504",0,21.1,"RestingBaseline",0.11496475,79.53,0.102402,79.62
2018-06-29 14:04:45,96,"0.00352661977948495","0.00326058936666667",0,21.1,"RestingBaseline",0.11240275,79.62,0.100482,79.7
2018-06-29 14:04:46,97,"0.00352580542625478","0.00366394353333333",0,21.1,"RestingBaseline",0.1133635,79.68,0.101122,79.78
2018-06-29 14:04:47,98,"0.0035251465305332","0.00272944113333333",0,21.1,"RestingBaseline",0.11432425,79.75,0.102402,79.87
2018-06-29 14:04:48,99,"0.00352464237197705","0.00330018353333333",0,21.1,"RestingBaseline",0.11720625,79.8,0.100162,79.95
2018-06-29 14:04:49,100,"0.00352429251051369","0.0039663871",0,21.1,"RestingBaseline",0.115285,79.85,0.100482,80.03
2018-06-29 14:04:50,101,"0.00352409688917923","0.00337966386666667",0,21.1,"RestingBaseline",0.112723,79.9,0.101122,80.12
2018-06-29 14:04:51,102,"0.00352405590405894","0.00305129526666667",0,21.1,"RestingBaseline",0.1146445,79.97,0.101442,80.18
2018-06-29 14:04:52,103,"0.00352417043572979","0.0033766221",0,21.1,"RestingBaseline",0.1120825,80.03,0.102402,80.25
2018-06-29 14:04:53,104,"0.00352444183739447","0.0039247524",0,21.1,"RestingBaseline",0.11432425,80.12,0.101762,80.33
2018-06-29 14:04:54,105,"0.00352487187606399","0.0033486864",0,21.1,"RestingBaseline",0.11368375,80.2,0.101122,80.42
2018-06-29 14:04:55,106,"0.00352546262481277","0.0037900638",0,21.1,"RestingBaseline",0.112723,80.32,0.101442,80.5
2018-06-29 14:04:56,107,"0.0035262163063576","0.0038219434",0,21.1,"RestingBaseline",0.11496475,80.42,0.101762,80.6
2018-06-29 14:04:57,108,"0.00352713509097569","0.00312895263333333",0,21.1,"RestingBaseline",0.112723,80.52,0.100802,80.68
2018-06-29 14:04:58,109,"0.00352822085494273","0.00410574366666667",0,21.4,"RestingBaseline",0.11560525,80.58,0.100802,80.73
2018-06-29 14:04:59,110,"0.00352947490900113","0.00373114233333333",0,21.4,"RestingBaseline",0.1133635,80.63,0.101442,80.78
2018-06-29 14:05:00,111,"0.00353089770953916","0.00302014003333333",0,21.3,"RestingBaseline",0.11368375,80.68,0.101442,80.82
2018-06-29 14:05:01,112,"0.0035324885678052","0.00283495973333333",0,21.3,"RestingBaseline",0.114004,80.72,0.101762,80.85
2018-06-29 14:05:02,113,"0.0035342453742358","0.0031742482",0,21.3,"RestingBaseline",0.11368375,80.75,0.102082,80.88
2018-06-29 14:05:03,114,"0.00353616435553758","0.00312386293333333",0,21.3,"RestingBaseline",0.11496475,80.77,0.101762,80.95
2018-06-29 14:05:04,115,"0.00353823988133444","0.00306174383333333",0,21.6,"RestingBaseline",0.11368375,80.78,0.101442,81.02
2018-06-29 14:05:05,116,"0.00354046433492066","0.00277210966666667",0,21.6,"RestingBaseline",0.11496475,80.82,0.101122,81.08
2018-06-29 14:05:06,117,"0.00354282805905577","0.0029828134",0,21.8,"RestingBaseline",0.114004,80.87,0.101122,81.15
2018-06-29 14:05:07,118,"0.00354527657384901","0.00274812893103448",0,21.8,"RestingBaseline",0.11496475,80.93,0.102722,81.25
2018-06-29 14:05:08,119,"0.00354783620734255","0.00339568263333333",0,22,"RestingBaseline",0.11368375,81.02,0.102722,81.37
2018-06-29 14:05:09,120,"0.0035505372611854","0.0032748708",0,22,"RestingBaseline",0.112723,81.12,0.102722,81.48
2018-06-29 14:05:10,121,"0.00355332087308391","0.00352538283333333",0,21.9,"RestingBaseline",0.11688625,81.23,0.102722,81.62
2018-06-29 14:05:11,122,"0.00355616916862537","0.0033595727",0,21.9,"RestingBaseline",0.114004,81.35,0.101762,81.75
2018-06-29 14:05:12,123,"0.00355906345370694","0.0036880852",0,22.1,"RestingBaseline",0.11624575,81.48,0.101442,81.88
2018-06-29 14:05:13,124,"0.00356198457805112","0.00424586353333333",0,22.1,"RestingBaseline",0.11624575,81.62,0.101122,82.02
2018-06-29 14:05:14,125,"0.00356491329901157","0.0046842073",0,22.3,"RestingBaseline",0.11304325,81.75,0.103042,82.15
2018-06-29 14:05:15,126,"0.00356783062867425","0.00399815606666667",0,22.3,"RestingBaseline",0.11624575,81.88,0.102402,82.27
2018-06-29 14:05:16,127,"0.00357071815006185","0.0035013334",0,22.5,"RestingBaseline",0.1133635,82,0.104002,82.38
2018-06-29 14:05:17,128,"0.00357309035997091","0.00328125525",0,22.5,"RestingBaseline",0.11560525,82.12,0.104002,82.48
2018-06-29 14:05:18,129,"0.00357537131385437","0.0035465295862069",0,22.3,"RestingBaseline",0.11560525,82.23,0.103042,82.58
2018-06-29 14:05:19,130,"0.00357805283726954","0.00425241833333333",0,22.3,"RestingBaseline",0.114004,82.33,0.102722,82.67
2018-06-29 14:05:20,131,"0.00358069259305296","0.00382081376666667",0,22.5,"RestingBaseline",0.11624575,82.43,0.102082,82.73
2018-06-29 14:05:21,132,"0.00358323131332673","0.00311927773333333",0,22.5,"RestingBaseline",0.11560525,82.5,0.103682,82.8
2018-06-29 14:05:22,133,"0.00358565753179901","0.00428114863333333",0,22.6,"RestingBaseline",0.11496475,82.57,0.102082,82.83
2018-06-29 14:05:23,134,"0.00358796129232463","0.0037893438",0,22.6,"RestingBaseline",0.116566,82.6,0.103362,82.87
