Frame#,Time,Perspiration
0,0,0.01025873
1,0.1248752,0.01190398
3,0.2572353,0.01190398
5,0.3958269,0.01127999
7,0.5263556,0.008707698
8,0.6643802,0.009292935
9,0.6683901,0.009118026
10,0.7932409,0.008800105
11,0.9257454,0.009273496
12,1.070078,0.01031495
13,1.191414,0.01496005
14,1.3381,0.01340011
15,1.457255,0.01752189
16,1.590394,0.0136185
17,1.723076,0.01743328
18,1.858672,0.01285414
19,1.990632,0.02437905
20,2.129681,0.02369739
21,2.256975,0.01495087
22,2.390906,0.01347644
23,2.524779,0.01626961
24,2.659206,0.01653355
25,2.792779,0.01753399
26,2.940335,0.01650101
27,3.059222,0.01923344
28,3.192146,0.01850173
29,3.332064,0.02379655
30,3.458072,0.02247768
31,3.594625,0.01292005
32,3.73551,0.01423563
33,3.867711,0.01534766
34,3.994344,0.01344725
35,4.132853,0.01308234
36,4.258743,0.01388387
37,4.394199,0.01062851
38,4.528066,0.02413212
39,4.660937,0.01799659
40,4.794884,0.0219586
41,4.932601,0.0256526
42,5.060895,0.02684279
43,5.193664,0.02477874
44,5.327355,0.02462369
45,5.460452,0.02565718
46,5.59597,0.0149677
47,5.730457,0.01582518
48,5.870439,0.02339318
49,5.995127,0.0223127
50,6.129613,0.01865273
51,6.260555,0.01654819
52,6.394687,0.01703745
53,6.531754,0.01532189
54,6.661772,0.01288675
55,6.796731,0.0123917
56,6.929612,0.01450002
57,7.062266,0.0212054
58,7.195691,0.01219431
59,7.330342,0.0167096
60,7.462525,0.009963661
61,7.603917,0.01162956
62,7.731673,0.01564072
63,7.863639,0.01802856
64,8.000516,0.006999964
65,8.13338,0.01221832
66,8.265296,0.009498802
67,8.402225,0.01322927
68,8.531683,0.01447202
69,8.665948,0.01289561
71,8.79883,0.01445912
72,8.9318,0.009893566
73,9.064766,0.01217471
74,9.207177,0.01458475
75,9.33106,0.01164799
76,9.463419,0.0118956
77,9.598346,0.009187077
78,9.73161,0.008508972
79,9.865872,0.0113707
80,9.999494,0.01215597
81,10.13177,0.01214108
82,10.26581,0.01075878
83,10.39851,0.01284388
84,10.54101,0.01309772
85,10.67542,0.01864439
86,10.8002,0.0176828
87,10.93278,0.01633492
88,11.06614,0.008779461
89,11.20251,0.01056298
91,11.33749,0.008800026
94,11.46757,0.009411663
96,11.60043,0.004649079
97,11.73494,0.01074459
98,11.866,0.00958609
99,12.00036,0.01190772
100,12.14683,0.008533325
101,12.26667,0.009877207
102,12.40273,0.01256156
