"Session","StartTime","EndTime"
"RestingBaseline",2018-07-24 13:26:12,2018-07-24 13:30:18
"BaselineWriting",2018-07-24 13:33:21,2018-07-24 13:38:21
"StressCondition",2018-07-24 13:40:14,2018-07-24 13:45:14
"DualTask",2018-07-24 13:47:51,2018-07-24 14:37:51
"Presentation",2018-07-24 14:48:05,2018-07-24 14:52:22
