Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,79.85954,Tue Jul 24 13:26:12.368 2018,325.8032,Tue Jul 24 13:30:18.312 2018
Session 2,4993.378,Tue Jul 24 14:48:05.887 2018,5249.572,Tue Jul 24 14:52:22.081 2018
