Time,Timestamp,LeftClick,RightClick,LeftSide,RightSide
4.941,Sat Jul 07 04:15:01.707 2018,0,9,0,0,
4.946,Sat Jul 07 04:15:01.712 2018,0,8,0,0,
4.95,Sat Jul 07 04:15:01.716 2018,0,9,0,0,
4.953,Sat Jul 07 04:15:01.719 2018,0,8,0,0,
4.955,Sat Jul 07 04:15:01.721 2018,0,9,0,0,
4.957,Sat Jul 07 04:15:01.723 2018,0,9,0,0,
5.038,Sat Jul 07 04:15:01.804 2018,0,8,0,0,
5.041,Sat Jul 07 04:15:01.807 2018,0,8,0,0,
5.045,Sat Jul 07 04:15:01.811 2018,0,7,0,0,
5.048,Sat Jul 07 04:15:01.814 2018,0,6,0,0,
5.053,Sat Jul 07 04:15:01.819 2018,0,6,0,0,
5.056,Sat Jul 07 04:15:01.822 2018,0,7,0,0,
5.06,Sat Jul 07 04:15:01.826 2018,0,7,0,0,
5.08,Sat Jul 07 04:15:01.847 2018,0,7,0,0,
5.105,Sat Jul 07 04:15:01.871 2018,0,7,0,0,
5.129,Sat Jul 07 04:15:01.896 2018,0,7,0,0,
5.132,Sat Jul 07 04:15:01.899 2018,0,7,0,0,
5.135,Sat Jul 07 04:15:01.901 2018,0,7,0,0,
5.138,Sat Jul 07 04:15:01.904 2018,0,0,0,0,
5.141,Sat Jul 07 04:15:01.907 2018,0,0,0,0,
5.143,Sat Jul 07 04:15:01.909 2018,0,0,0,0,
5.147,Sat Jul 07 04:15:01.913 2018,0,0,0,0,
5.15,Sat Jul 07 04:15:01.916 2018,0,0,0,0,
5.153,Sat Jul 07 04:15:01.919 2018,0,0,0,0,
5.156,Sat Jul 07 04:15:01.922 2018,0,0,0,0,
5.161,Sat Jul 07 04:15:01.927 2018,0,0,0,0,
5.17,Sat Jul 07 04:15:01.937 2018,0,0,0,0,
5.195,Sat Jul 07 04:15:01.962 2018,0,0,0,0,
5.22,Sat Jul 07 04:15:01.987 2018,0,0,0,0,
5.245,Sat Jul 07 04:15:02.012 2018,0,0,0,0,
5.27,Sat Jul 07 04:15:02.037 2018,0,0,0,0,
5.295,Sat Jul 07 04:15:02.061 2018,0,0,0,0,
5.322,Sat Jul 07 04:15:02.087 2018,0,1,0,0,
5.347,Sat Jul 07 04:15:02.112 2018,0,0,0,0,
5.372,Sat Jul 07 04:15:02.137 2018,0,0,0,0,
5.397,Sat Jul 07 04:15:02.163 2018,0,0,0,0,
5.422,Sat Jul 07 04:15:02.188 2018,0,0,0,0,
5.447,Sat Jul 07 04:15:02.213 2018,0,0,0,0,
5.472,Sat Jul 07 04:15:02.238 2018,0,0,0,0,
5.497,Sat Jul 07 04:15:02.263 2018,0,1,0,0,
5.516,Sat Jul 07 04:15:02.282 2018,0,0,0,0,
5.52,Sat Jul 07 04:15:02.286 2018,0,0,0,0,
5.525,Sat Jul 07 04:15:02.291 2018,0,0,0,0,
5.529,Sat Jul 07 04:15:02.295 2018,0,0,0,0,
5.539,Sat Jul 07 04:15:02.305 2018,0,0,0,0,
5.579,Sat Jul 07 04:15:02.346 2018,0,0,0,0,
5.582,Sat Jul 07 04:15:02.348 2018,0,0,0,0,
5.584,Sat Jul 07 04:15:02.351 2018,0,0,0,0,
5.587,Sat Jul 07 04:15:02.353 2018,0,0,0,0,
5.59,Sat Jul 07 04:15:02.356 2018,0,0,0,0,
5.592,Sat Jul 07 04:15:02.358 2018,0,0,0,0,
5.594,Sat Jul 07 04:15:02.361 2018,0,0,0,0,
5.596,Sat Jul 07 04:15:02.363 2018,0,0,0,0,
5.599,Sat Jul 07 04:15:02.365 2018,0,0,0,0,
5.609,Sat Jul 07 04:15:02.376 2018,0,0,0,0,
5.634,Sat Jul 07 04:15:02.401 2018,0,0,0,0,
5.659,Sat Jul 07 04:15:02.426 2018,0,0,0,0,
5.684,Sat Jul 07 04:15:02.450 2018,0,0,0,0,
5.698,Sat Jul 07 04:15:02.464 2018,0,0,0,0,
5.701,Sat Jul 07 04:15:02.466 2018,0,0,0,0,
5.703,Sat Jul 07 04:15:02.469 2018,0,0,0,0,
5.705,Sat Jul 07 04:15:02.471 2018,0,0,0,0,
5.709,Sat Jul 07 04:15:02.474 2018,0,0,0,0,
5.712,Sat Jul 07 04:15:02.478 2018,0,0,0,0,
5.719,Sat Jul 07 04:15:02.485 2018,0,0,0,0,
5.723,Sat Jul 07 04:15:02.489 2018,0,0,0,0,
5.726,Sat Jul 07 04:15:02.492 2018,0,0,0,0,
5.729,Sat Jul 07 04:15:02.495 2018,0,0,0,0,
5.735,Sat Jul 07 04:15:02.501 2018,0,0,0,0,
5.738,Sat Jul 07 04:15:02.504 2018,0,0,0,0,
5.763,Sat Jul 07 04:15:02.529 2018,0,0,0,0,
5.788,Sat Jul 07 04:15:02.554 2018,0,0,0,0,
5.813,Sat Jul 07 04:15:02.579 2018,0,0,0,0,
5.838,Sat Jul 07 04:15:02.604 2018,0,0,0,0,
5.871,Sat Jul 07 04:15:02.637 2018,0,0,0,0,
5.889,Sat Jul 07 04:15:02.655 2018,0,0,0,0,
5.914,Sat Jul 07 04:15:02.681 2018,0,0,0,0,
5.939,Sat Jul 07 04:15:02.706 2018,0,0,0,0,
5.964,Sat Jul 07 04:15:02.731 2018,0,0,0,0,
5.989,Sat Jul 07 04:15:02.756 2018,0,0,0,0,
6.014,Sat Jul 07 04:15:02.781 2018,0,0,0,0,
6.039,Sat Jul 07 04:15:02.806 2018,0,0,0,0,
6.064,Sat Jul 07 04:15:02.830 2018,0,0,0,0,
6.069,Sat Jul 07 04:15:02.835 2018,0,0,0,0,
6.09,Sat Jul 07 04:15:02.856 2018,0,0,0,0,
6.093,Sat Jul 07 04:15:02.859 2018,0,0,0,0,
6.096,Sat Jul 07 04:15:02.861 2018,0,0,0,0,
6.098,Sat Jul 07 04:15:02.864 2018,0,0,0,0,
6.101,Sat Jul 07 04:15:02.867 2018,0,0,0,0,
6.136,Sat Jul 07 04:15:02.902 2018,0,0,0,0,
6.14,Sat Jul 07 04:15:02.906 2018,0,0,0,0,
6.143,Sat Jul 07 04:15:02.908 2018,0,0,0,0,
6.145,Sat Jul 07 04:15:02.911 2018,0,0,0,0,
6.148,Sat Jul 07 04:15:02.914 2018,0,0,0,0,
6.162,Sat Jul 07 04:15:02.928 2018,0,0,0,0,
6.187,Sat Jul 07 04:15:02.953 2018,0,0,0,0,
6.212,Sat Jul 07 04:15:02.978 2018,0,0,0,0,
6.237,Sat Jul 07 04:15:03.003 2018,0,0,0,0,
6.259,Sat Jul 07 04:15:03.026 2018,0,0,0,0,
6.262,Sat Jul 07 04:15:03.029 2018,0,0,0,0,
6.265,Sat Jul 07 04:15:03.031 2018,0,0,0,0,
6.268,Sat Jul 07 04:15:03.035 2018,0,0,0,0,
6.271,Sat Jul 07 04:15:03.037 2018,0,0,0,0,
6.274,Sat Jul 07 04:15:03.041 2018,0,0,0,0,
6.278,Sat Jul 07 04:15:03.044 2018,0,0,0,0,
6.282,Sat Jul 07 04:15:03.049 2018,0,0,0,0,
6.285,Sat Jul 07 04:15:03.051 2018,0,0,0,0,
6.29,Sat Jul 07 04:15:03.056 2018,0,0,0,0,
6.293,Sat Jul 07 04:15:03.059 2018,0,0,0,0,
6.296,Sat Jul 07 04:15:03.062 2018,0,0,0,0,
6.302,Sat Jul 07 04:15:03.068 2018,0,0,0,0,
6.327,Sat Jul 07 04:15:03.093 2018,0,0,0,0,
6.352,Sat Jul 07 04:15:03.118 2018,0,0,0,0,
6.379,Sat Jul 07 04:15:03.146 2018,0,0,0,0,
6.404,Sat Jul 07 04:15:03.171 2018,0,0,0,0,
