"Session","StartTime","EndTime"
"RestingBaseline",2018-08-03 14:51:43,2018-08-03 14:56:04
"BaselineWriting",2018-08-03 14:56:40,2018-08-03 15:01:40
"StressCondition",2018-08-03 15:02:33,2018-08-03 15:07:33
"DualTask",2018-08-03 15:09:59,2018-08-03 15:59:59
"Presentation",2018-08-03 16:08:00,2018-08-03 16:11:01
