Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,41.19418,Fri Aug 03 14:51:43.005 2018,303.0234,Fri Aug 03 14:56:04.834 2018
Session 2,4618.399,Fri Aug 03 16:08:00.210 2018,4800.054,Fri Aug 03 16:11:01.864 2018
