Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,3.204428,Thu Jul 19 10:44:36.935 2018,159.8846,Thu Jul 19 10:47:13.615 2018
Session 2,4483.529,Thu Jul 19 11:59:17.260 2018,4613.257,Thu Jul 19 12:01:26.988 2018
