"Session","StartTime","EndTime"
"RestingBaseline",2018-06-26 10:49:57,2018-06-26 10:53:11
"BaselineWriting",2018-06-26 10:54:24,2018-06-26 10:59:24
"StressCondition",2018-06-26 11:01:11,2018-06-26 11:06:11
"DualTask",2018-06-26 11:07:16,2018-06-26 11:57:16
"Presentation",2018-06-26 12:02:48,2018-06-26 12:11:55
