"Session","StartTime","EndTime"
"RestingBaseline",2018-07-11 14:09:28,2018-07-11 14:11:51
"BaselineWriting",2018-07-11 14:12:44,2018-07-11 14:17:44
"StressCondition",2018-07-11 14:20:25,2018-07-11 14:25:25
"DualTask",2018-07-11 14:27:00,2018-07-11 15:17:00
"Presentation",2018-07-11 15:28:33,2018-07-11 15:31:22
