"Session","StartTime","EndTime"
"RestingBaseline",2018-06-29 14:03:58,2018-06-29 14:07:35
"BaselineWriting",2018-06-29 14:08:16,2018-06-29 14:13:16
"StressCondition",2018-06-29 14:13:56,2018-06-29 14:18:56
"DualTask",2018-06-29 14:20:55,2018-06-29 15:10:55
"Presentation",2018-06-29 15:18:17,2018-06-29 15:21:43
