Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,46.80419,Thu Jul 26 13:59:15.252 2018,308.0485,Thu Jul 26 14:03:36.497 2018
Session 2,4977.744,Thu Jul 26 15:21:26.192 2018,5081.736,Thu Jul 26 15:23:10.185 2018
