Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,98.00916,Wed Sep 05 15:43:20.756 2018,351.4376,Wed Sep 05 15:47:34.184 2018
Session 2,4674.748,Wed Sep 05 16:59:37.494 2018,4775.557,Wed Sep 05 17:01:18.303 2018
