"Session","StartTime","EndTime"
"RestingBaseline",2018-06-13 11:16:33,2018-06-13 11:20:52
"BaselineWriting",2018-06-13 11:22:01,2018-06-13 11:27:01
"StressCondition",2018-06-13 11:27:40,2018-06-13 11:32:40
"DualTask",2018-06-13 11:33:44,2018-06-13 12:23:44
"Presentation",2018-06-13 12:34:43,2018-06-13 12:36:56
