"CovertedTime","Time","NR_Perspiration","Perspiration","HR_z","BR_z","Session","EDA","HR"
2018-07-18 11:06:13,3,0.00794452103788287,0.00802996085714286,0,13,"RestingBaseline",0.13674075,67.95
2018-07-18 11:06:14,4,0.00791944033774862,0.009825547125,0,13,"RestingBaseline",0.13578,68.02
2018-07-18 11:06:15,5,0.00789311255557331,0.00658455228571429,0,13,"RestingBaseline",0.134499,68.07
2018-07-18 11:06:16,6,0.00786569847016443,0.00837822075,0,13,"RestingBaseline",0.13161675,68.2
2018-07-18 11:06:17,7,0.00783753069886295,0.0111386612857143,0,13,"RestingBaseline",0.13161675,68.42
2018-07-18 11:06:18,8,0.0078089484701748,0.006418373375,0,13,"RestingBaseline",0.1312965,68.63
2018-07-18 11:06:19,9,0.00778038166662647,0.00672642,0,13,"RestingBaseline",0.12905475,68.87
2018-07-18 11:06:20,10,0.00775229660913012,0.00751470075,0,13,"RestingBaseline",0.1300155,69.08
2018-07-18 11:06:21,11,0.00772512458114499,0.00724449728571429,0,13,"RestingBaseline",0.13033575,69.33
2018-07-18 11:06:22,12,0.00769935910173627,0.006349894875,0,13,"RestingBaseline",0.130656,69.58
2018-07-18 11:06:23,13,0.00767532868079818,0.00716689657142857,0,13,"RestingBaseline",0.1312965,69.88
2018-07-18 11:06:24,14,0.00765345427440415,0.0059355765,0,13,"RestingBaseline",0.130656,70.22
2018-07-18 11:06:25,15,0.00763271194735188,0.00574352925,0,13,"RestingBaseline",0.1300155,70.6
2018-07-18 11:06:26,16,0.00761487488547073,0.008503572625,0,13,"RestingBaseline",0.130656,70.58
2018-07-18 11:06:27,17,0.00760085262756678,0.00606969842857143,0,13,"RestingBaseline",0.13161675,70.55
2018-07-18 11:06:28,18,0.00759017200904332,0.00750990442857143,0,13,"RestingBaseline",0.1312965,70.53
2018-07-18 11:06:29,19,0.00758274574567669,0.0072997384,0,13,"RestingBaseline",0.13097625,70.52
2018-07-18 11:06:30,20,0.00757694906121656,0.00484643771428571,0,13,"RestingBaseline",0.13033575,70.52
2018-07-18 11:06:31,21,0.00757191925441282,0.00556861485714286,0,13,"RestingBaseline",0.130656,70.5
2018-07-18 11:06:32,22,0.00756840029871444,0.0063049915,0,13,"RestingBaseline",0.1325775,70.18
