"Session","StartTime","EndTime"
"RestingBaseline",2018-07-18 11:06:13,2018-07-18 11:08:21
"BaselineWriting",2018-07-18 11:09:33,2018-07-18 11:14:33
"StressCondition",2018-07-18 11:16:24,2018-07-18 11:21:24
"DualTask",2018-07-18 11:21:42,2018-07-18 12:11:42
"Presentation",2018-07-18 12:23:00,2018-07-18 12:27:15
