Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,9.476656,Fri Jul 06 10:39:41.061 2018,151.3488,Fri Jul 06 10:42:02.933 2018
Session 2,4560.547,Fri Jul 06 11:55:32.131 2018,4690.677,Fri Jul 06 11:57:42.261 2018
