"Session","StartTime","EndTime"
"RestingBaseline",2018-07-06 10:39:41,2018-07-06 10:42:02
"BaselineWriting",2018-07-06 10:42:58,2018-07-06 10:47:58
"StressCondition",2018-07-06 10:50:19,2018-07-06 10:55:19
"DualTask",2018-07-06 10:55:46,2018-07-06 11:45:46
"Presentation",2018-07-06 11:55:32,2018-07-06 11:57:42
