Time,Timestamp,LeftClick,RightClick,LeftSide,RightSide
5.716,Wed Sep 05 13:38:42.514 2018,0,39,0,13,
5.721,Wed Sep 05 13:38:42.520 2018,0,40,0,13,
5.733,Wed Sep 05 13:38:42.532 2018,0,40,0,14,
5.748,Wed Sep 05 13:38:42.546 2018,0,38,0,14,
5.756,Wed Sep 05 13:38:42.555 2018,0,39,0,14,
5.766,Wed Sep 05 13:38:42.565 2018,0,39,0,14,
5.786,Wed Sep 05 13:38:42.585 2018,0,39,0,14,
5.789,Wed Sep 05 13:38:42.588 2018,0,39,0,14,
5.801,Wed Sep 05 13:38:42.601 2018,0,39,0,14,
5.808,Wed Sep 05 13:38:42.606 2018,0,39,0,14,
5.822,Wed Sep 05 13:38:42.620 2018,0,38,0,13,
5.83,Wed Sep 05 13:38:42.628 2018,0,38,0,14,
5.854,Wed Sep 05 13:38:42.652 2018,0,0,0,0,
5.857,Wed Sep 05 13:38:42.655 2018,0,0,0,0,
5.862,Wed Sep 05 13:38:42.660 2018,0,0,0,0,
5.872,Wed Sep 05 13:38:42.670 2018,0,0,0,0,
5.887,Wed Sep 05 13:38:42.686 2018,0,0,0,0,
5.891,Wed Sep 05 13:38:42.690 2018,0,0,0,0,
5.905,Wed Sep 05 13:38:42.703 2018,0,0,0,0,
5.918,Wed Sep 05 13:38:42.716 2018,0,0,0,0,
5.931,Wed Sep 05 13:38:42.730 2018,0,0,0,0,
5.934,Wed Sep 05 13:38:42.732 2018,0,0,0,0,
5.946,Wed Sep 05 13:38:42.745 2018,0,0,0,0,
5.956,Wed Sep 05 13:38:42.755 2018,0,0,0,0,
5.965,Wed Sep 05 13:38:42.764 2018,0,0,0,0,
5.979,Wed Sep 05 13:38:42.777 2018,0,0,0,0,
5.987,Wed Sep 05 13:38:42.785 2018,0,0,0,0,
5.997,Wed Sep 05 13:38:42.795 2018,0,0,0,0,
6.007,Wed Sep 05 13:38:42.805 2018,0,0,0,0,
6.02,Wed Sep 05 13:38:42.819 2018,0,0,0,0,
6.028,Wed Sep 05 13:38:42.826 2018,0,0,0,0,
6.039,Wed Sep 05 13:38:42.838 2018,0,0,0,0,
6.054,Wed Sep 05 13:38:42.853 2018,0,0,0,0,
6.057,Wed Sep 05 13:38:42.856 2018,0,0,0,0,
6.073,Wed Sep 05 13:38:42.871 2018,0,0,0,0,
6.088,Wed Sep 05 13:38:42.887 2018,0,0,0,0,
6.091,Wed Sep 05 13:38:42.890 2018,0,0,0,0,
6.108,Wed Sep 05 13:38:42.907 2018,0,0,0,0,
6.118,Wed Sep 05 13:38:42.917 2018,0,0,0,0,
6.12,Wed Sep 05 13:38:42.919 2018,0,0,0,0,
6.132,Wed Sep 05 13:38:42.930 2018,0,0,0,0,
6.148,Wed Sep 05 13:38:42.947 2018,0,0,0,0,
6.15,Wed Sep 05 13:38:42.949 2018,0,0,0,0,
6.161,Wed Sep 05 13:38:42.960 2018,0,0,0,0,
6.176,Wed Sep 05 13:38:42.975 2018,0,0,0,0,
6.186,Wed Sep 05 13:38:42.984 2018,0,0,0,0,
6.194,Wed Sep 05 13:38:42.992 2018,0,0,0,0,
6.205,Wed Sep 05 13:38:43.003 2018,0,0,0,0,
6.215,Wed Sep 05 13:38:43.013 2018,0,0,0,0,
6.229,Wed Sep 05 13:38:43.027 2018,0,0,0,0,
6.231,Wed Sep 05 13:38:43.030 2018,0,0,0,0,
6.253,Wed Sep 05 13:38:43.051 2018,0,0,0,0,
6.255,Wed Sep 05 13:38:43.053 2018,0,0,0,0,
6.264,Wed Sep 05 13:38:43.062 2018,0,0,0,0,
6.275,Wed Sep 05 13:38:43.074 2018,0,0,0,0,
6.306,Wed Sep 05 13:38:43.105 2018,0,0,0,0,
6.31,Wed Sep 05 13:38:43.109 2018,0,0,0,0,
6.314,Wed Sep 05 13:38:43.112 2018,0,0,0,0,
6.316,Wed Sep 05 13:38:43.115 2018,0,0,0,0,
6.328,Wed Sep 05 13:38:43.126 2018,0,0,0,0,
6.339,Wed Sep 05 13:38:43.137 2018,0,0,0,0,
6.349,Wed Sep 05 13:38:43.148 2018,0,0,0,0,
6.359,Wed Sep 05 13:38:43.158 2018,0,0,0,0,
6.368,Wed Sep 05 13:38:43.166 2018,0,0,0,0,
6.379,Wed Sep 05 13:38:43.178 2018,0,0,0,0,
6.394,Wed Sep 05 13:38:43.193 2018,0,0,0,0,
6.398,Wed Sep 05 13:38:43.196 2018,0,0,0,0,
6.409,Wed Sep 05 13:38:43.208 2018,0,0,0,0,
6.425,Wed Sep 05 13:38:43.224 2018,0,0,0,0,
6.428,Wed Sep 05 13:38:43.226 2018,0,0,0,0,
6.443,Wed Sep 05 13:38:43.242 2018,0,0,0,0,
6.452,Wed Sep 05 13:38:43.250 2018,0,0,0,0,
6.462,Wed Sep 05 13:38:43.260 2018,0,0,0,0,
6.472,Wed Sep 05 13:38:43.270 2018,0,0,0,0,
6.484,Wed Sep 05 13:38:43.283 2018,0,0,0,0,
6.499,Wed Sep 05 13:38:43.298 2018,0,0,0,0,
