"Time","NR_Perspiration","CovertedTime","Perspiration"
0,"0.00283687867844425",2018-07-25 15:46:02,"0.00296075925"
1,"0.00285208961379445",2018-07-25 15:46:03,"0.00916681826315789"
2,"0.00286453404307483",2018-07-25 15:46:04,"0.0053769624"
3,"0.00287846574911053",2018-07-25 15:46:05,"0.00431452095652174"
4,"0.00290034919708041",2018-07-25 15:46:06,"0.00368634396666667"
5,"0.0029235375540494",2018-07-25 15:46:07,"0.00763717717071429"
6,"0.00294581741323976",2018-07-25 15:46:08,"0.00660741503333333"
7,"0.00296713309252425",2018-07-25 15:46:09,"0.00553497796428571"
8,"0.00298366270691783",2018-07-25 15:46:10,"0.0066302592631579"
9,"0.00299910666210639",2018-07-25 15:46:11,"0.00469491166666667"
10,"0.00301727396846636",2018-07-25 15:46:12,"0.0060802118"
11,"0.00303405334085656",2018-07-25 15:46:13,"0.00570774942307692"
12,"0.00304647394898277",2018-07-25 15:46:14,"0.00649791177777778"
13,"0.00305841995438226",2018-07-25 15:46:15,"0.00648404637037037"
14,"0.00307230158206519",2018-07-25 15:46:16,"0.00757215744827586"
15,"0.00308572684475242",2018-07-25 15:46:17,"0.00405831173333333"
16,"0.0030977463283273",2018-07-25 15:46:18,"0.00382368307142857"
17,"0.00310859924907989",2018-07-25 15:46:19,"0.00380160886666667"
18,"0.00311692810922301",2018-07-25 15:46:20,"0.00568883621052632"
19,"0.00312442278962586",2018-07-25 15:46:21,"0.0022147145"
20,"0.00313199014648885",2018-07-25 15:46:22,"0.0063096742"
21,"0.00313829502494366",2018-07-25 15:46:23,"0.00591730796296296"
22,"0.00314432071771689",2018-07-25 15:46:24,"0.00585090556666667"
23,"0.00314972825316096",2018-07-25 15:46:25,"0.00454306146666667"
24,"0.0031542273394299",2018-07-25 15:46:26,"0.00354930646666667"
25,"0.00315787884183725",2018-07-25 15:46:27,"0.00187494643333333"
26,"0.00316074297093005",2018-07-25 15:46:28,"0.003522888"
27,"0.00316287857821933",2018-07-25 15:46:29,"0.00287329673333333"
28,"0.00316434267711783",2018-07-25 15:46:30,"0.00250827706666667"
29,"0.0031651901784664",2018-07-25 15:46:31,"0.00235786076666667"
30,"0.00316547381691565",2018-07-25 15:46:32,"0.0030369995"
31,"0.00316524423281786",2018-07-25 15:46:33,"0.0052631429"
32,"0.00316455016531007",2018-07-25 15:46:34,"0.00537792916666667"
33,"0.00316346141917774",2018-07-25 15:46:35,"0.00545409175862069"
34,"0.00316201052189761",2018-07-25 15:46:36,"0.00368061246666667"
35,"0.00316021046187834",2018-07-25 15:46:37,"0.0041445941"
36,"0.00315820035759713",2018-07-25 15:46:38,"0.00535484560714286"
37,"0.00315595987112813",2018-07-25 15:46:39,"0.00543942113333333"
38,"0.00315344388176113",2018-07-25 15:46:40,"0.00344521183333333"
39,"0.00315076499602141",2018-07-25 15:46:41,"0.0024971664"
40,"0.00314796231430252",2018-07-25 15:46:42,"0.003286681"
41,"0.00314507313441831",2018-07-25 15:46:43,"0.00276298863333333"
42,"0.00314218184800349",2018-07-25 15:46:44,"0.00235645513793103"
43,"0.00313927163852363",2018-07-25 15:46:45,"0.00256451486666667"
44,"0.00313632178349795",2018-07-25 15:46:46,"0.003152216"
45,"0.00313340765466103",2018-07-25 15:46:47,"0.0030081826"
46,"0.00313055181429627",2018-07-25 15:46:48,"0.0021609843"
47,"0.00312777305663257",2018-07-25 15:46:49,"0.00341472803333333"
48,"0.00312513004805756",2018-07-25 15:46:50,"0.00367327393103448"
49,"0.00312258739564727",2018-07-25 15:46:51,"0.00390706413333333"
50,"0.00312011138384536",2018-07-25 15:46:52,"0.0021341191"
51,"0.00311775094403656",2018-07-25 15:46:53,"0.0030585063"
52,"0.00311550791870216",2018-07-25 15:46:54,"0.0035145402"
53,"0.00311338179347416",2018-07-25 15:46:55,"0.0028037752"
54,"0.00311137020506012",2018-07-25 15:46:56,"0.0028317658"
55,"0.00310946946992227",2018-07-25 15:46:57,"0.00452555663333333"
56,"0.00310767510993887",2018-07-25 15:46:58,"0.00256473506666667"
57,"0.00310600949352527",2018-07-25 15:46:59,"0.00280007520689655"
58,"0.00310448954072265",2018-07-25 15:47:00,"0.00393054385714286"
59,"0.00310302996303533",2018-07-25 15:47:01,"0.00404150523333333"
60,"0.00310163077757779",2018-07-25 15:47:02,"0.00426424903448276"
61,"0.00310033839370247",2018-07-25 15:47:03,"0.00350256089655172"
62,"0.00309908746879785",2018-07-25 15:47:04,"0.00287280477419355"
63,"0.00309790458052618",2018-07-25 15:47:05,"0.00281932953333333"
64,"0.0030968313335974",2018-07-25 15:47:06,"0.00319616383333333"
65,"0.00309586586283702",2018-07-25 15:47:07,"0.00314773537931034"
66,"0.00309499457629",2018-07-25 15:47:08,"0.0032029105"
67,"0.00309420978797774",2018-07-25 15:47:09,"0.00301028393333333"
68,"0.003093533930592",2018-07-25 15:47:10,"0.0032289904"
69,"0.00309297441127059",2018-07-25 15:47:11,"0.00301634746666667"
70,"0.00309253929982373",2018-07-25 15:47:12,"0.0035498787"
71,"0.00309224067608106",2018-07-25 15:47:13,"0.00267747634482759"
72,"0.00309207988273402",2018-07-25 15:47:14,"0.00306520776666667"
73,"0.00309206547701869",2018-07-25 15:47:15,"0.002938892"
74,"0.00309221099603852",2018-07-25 15:47:16,"0.00289787216666667"
75,"0.00309252563794655",2018-07-25 15:47:17,"0.00276722876666667"
76,"0.00309301849270148",2018-07-25 15:47:18,"0.00308481333333333"
77,"0.00309369845794509",2018-07-25 15:47:19,"0.00339576273333333"
78,"0.00309457416077672",2018-07-25 15:47:20,"0.00307221313333333"
79,"0.00309565388209208",2018-07-25 15:47:21,"0.0034634495"
80,"0.00309694548106285",2018-07-25 15:47:22,"0.00334148103333333"
81,"0.00309845631866135",2018-07-25 15:47:23,"0.00354065356666667"
82,"0.00310019318065534",2018-07-25 15:47:24,"0.00201403403333333"
83,"0.00310212680323152",2018-07-25 15:47:25,"0.00244961268965517"
84,"0.00310429136353615",2018-07-25 15:47:26,"0.0034920345"
85,"0.00310673201704102",2018-07-25 15:47:27,"0.0030211206"
86,"0.00310941854724302",2018-07-25 15:47:28,"0.0037417752"
87,"0.00311235389834062",2018-07-25 15:47:29,"0.00254046526666667"
88,"0.00311554011743153",2018-07-25 15:47:30,"0.0024337263"
89,"0.00311897834658297",2018-07-25 15:47:31,"0.00238619016666667"
90,"0.00312260456718488",2018-07-25 15:47:32,"0.00285021903448276"
91,"0.00312654386533105",2018-07-25 15:47:33,"0.00285735948387097"
92,"0.00313073050884733",2018-07-25 15:47:34,"0.003025138"
93,"0.00313516766975559",2018-07-25 15:47:35,"0.00450683338709677"
94,"0.00313992738787554",2018-07-25 15:47:36,"0.00374780196666667"
95,"0.00314485221170166",2018-07-25 15:47:37,"0.00351834806666667"
96,"0.00314992398684493",2018-07-25 15:47:38,"0.00223208396551724"
97,"0.0031552191684722",2018-07-25 15:47:39,"0.00261323753333333"
98,"0.00316092052886557",2018-07-25 15:47:40,"0.00236923493548387"
99,"0.00316684308717255",2018-07-25 15:47:41,"0.0029513258"
100,"0.00317277436032891",2018-07-25 15:47:42,"0.0032799405862069"
101,"0.00317889656805874",2018-07-25 15:47:43,"0.00284866523333333"
102,"0.0031853057294964",2018-07-25 15:47:44,"0.00255901486666667"
103,"0.00319188774795963",2018-07-25 15:47:45,"0.0033393122"
104,"0.00319862874367156",2018-07-25 15:47:46,"0.00342651366666667"
105,"0.00320551333177211",2018-07-25 15:47:47,"0.00361317513333333"
106,"0.00321252449435883",2018-07-25 15:47:48,"0.0026383745"
107,"0.0032196434304123",2018-07-25 15:47:49,"0.00437317953333333"
108,"0.00322684938222502",2018-07-25 15:47:50,"0.00301269453333333"
109,"0.00323290334715425",2018-07-25 15:47:51,"0.0034723665"
110,"0.00323850160253483",2018-07-25 15:47:52,"0.00325164553846154"
111,"0.00324533278448079",2018-07-25 15:47:53,"0.00402942233333333"
112,"0.00325252461171504",2018-07-25 15:47:54,"0.00296432134482759"
113,"0.00325931889275954",2018-07-25 15:47:55,"0.00322549911111111"
114,"0.0032661713674984",2018-07-25 15:47:56,"0.00303746286666667"
115,"0.00327316475958591",2018-07-25 15:47:57,"0.00307430193103448"
116,"0.00328001673554589",2018-07-25 15:47:58,"0.00343397776666667"
117,"0.00328635527929597",2018-07-25 15:47:59,"0.00307951673076923"
118,"0.0032924874474333",2018-07-25 15:48:00,"0.00270545466666667"
119,"0.00329879201291768",2018-07-25 15:48:01,"0.00254783423333333"
120,"0.00330477061898427",2018-07-25 15:48:02,"0.00258327553333333"
121,"0.00331037292933725",2018-07-25 15:48:03,"0.0043786084"
122,"0.00331554886569529",2018-07-25 15:48:04,"0.00455849756666667"
123,"0.00332017696594414",2018-07-25 15:48:05,"0.00506102175862069"
124,"0.00332410661056883",2018-07-25 15:48:06,"0.00340581562962963"
125,"0.00332759785262323",2018-07-25 15:48:07,"0.0029489014"
126,"0.00333018995287847",2018-07-25 15:48:08,"0.00338398005263158"
127,"0.00333214342361797",2018-07-25 15:48:09,"0.00469474408"
128,"0.00333407163716715",2018-07-25 15:48:10,"0.00449459720689655"
129,"0.00333551815494623",2018-07-25 15:48:11,"0.00552448233333333"
130,"0.00333634914800202",2018-07-25 15:48:12,"0.00738199526923077"
131,"0.00333664801347452",2018-07-25 15:48:13,"0.00758768967741935"
132,"0.00333632768514288",2018-07-25 15:48:14,"0.00766774755172414"
133,"0.00333535159516322",2018-07-25 15:48:15,"0.00569407138709677"
134,"0.00333385810899271",2018-07-25 15:48:16,"0.00401366984615385"
135,"0.00333185802741872",2018-07-25 15:48:17,"0.0049717097"
136,"0.00332919017925749",2018-07-25 15:48:18,"0.00337855836666667"
137,"0.00332602057131006",2018-07-25 15:48:19,"0.0034637071"
138,"0.00332240401152252",2018-07-25 15:48:20,"0.0027473208"
139,"0.00331839966048336",2018-07-25 15:48:21,"0.00357556956666667"
140,"0.00331406953274604",2018-07-25 15:48:22,"0.00272226983333333"
141,"0.00330947700702192",2018-07-25 15:48:23,"0.0030717805"
142,"0.0033046854044166",2018-07-25 15:48:24,"0.0031610021"
143,"0.00329975668326586",2018-07-25 15:48:25,"0.00282653306666667"
144,"0.00329475028673752",2018-07-25 15:48:26,"0.002736104"
145,"0.00328972216658044",2018-07-25 15:48:27,"0.0025703869"
146,"0.003284723994381",2018-07-25 15:48:28,"0.004203339"
147,"0.00327980256126411",2018-07-25 15:48:29,"0.00301410886666667"
148,"0.00327499935862155",2018-07-25 15:48:30,"0.00275025316666667"
149,"0.00327035032630183",2018-07-25 15:48:31,"0.00264360893333333"
150,"0.00326603020026499",2018-07-25 15:48:32,"0.003090329"
151,"0.003261907070558",2018-07-25 15:48:33,"0.00188870323333333"
152,"0.00325786419302874",2018-07-25 15:48:34,"0.00254367836666667"
153,"0.00325406274536543",2018-07-25 15:48:35,"0.00315540366666667"
154,"0.00325051199000722",2018-07-25 15:48:36,"0.0037641228"
155,"0.00324721654326319",2018-07-25 15:48:37,"0.00294428863333333"
156,"0.00324422464712694",2018-07-25 15:48:38,"0.00365616579310345"
157,"0.00324143423125858",2018-07-25 15:48:39,"0.00316064141935484"
158,"0.00323884664109083",2018-07-25 15:48:40,"0.00286147733333333"
159,"0.00323653934503099",2018-07-25 15:48:41,"0.00224675543333333"
160,"0.00323445459000985",2018-07-25 15:48:42,"0.00376918713333333"
161,"0.00323260666494458",2018-07-25 15:48:43,"0.00252176544827586"
162,"0.00323094474057787",2018-07-25 15:48:44,"0.00308818576666667"
163,"0.00322942601061105",2018-07-25 15:48:45,"0.00249657576666667"
164,"0.00322804030928773",2018-07-25 15:48:46,"0.0041369835483871"
165,"0.00322679219778841",2018-07-25 15:48:47,"0.00440898416666667"
166,"0.00322569651505358",2018-07-25 15:48:48,"0.00313554251724138"
167,"0.00322469111512609",2018-07-25 15:48:49,"0.00285776236666667"
168,"0.00322374054743881",2018-07-25 15:48:50,"0.0033433739"
169,"0.00322284302254693",2018-07-25 15:48:51,"0.00314725233333333"
170,"0.00322196541460574",2018-07-25 15:48:52,"0.00269387596774194"
171,"0.00322117461276999",2018-07-25 15:48:53,"0.00295089784"
172,"0.003220398603663",2018-07-25 15:48:54,"0.00381169536666667"
173,"0.00321955383443175",2018-07-25 15:48:55,"0.00347703910344828"
174,"0.00321868407411282",2018-07-25 15:48:56,"0.00337405296666667"
175,"0.00321776354415768",2018-07-25 15:48:57,"0.0040763462"
176,"0.00321679818791501",2018-07-25 15:48:58,"0.00379951866666667"
177,"0.00321578205114361",2018-07-25 15:48:59,"0.0029424435"
178,"0.00321471180590456",2018-07-25 15:49:00,"0.00323305246666667"
179,"0.00321358679188035",2018-07-25 15:49:01,"0.00424750176666667"
180,"0.00321240899500983",2018-07-25 15:49:02,"0.0041401379"
181,"0.00321118296277742",2018-07-25 15:49:03,"0.0031078197"
182,"0.00320991565852024",2018-07-25 15:49:04,"0.0036151387"
183,"0.00320861625993715",2018-07-25 15:49:05,"0.0031035128"
184,"0.00320729590931536",2018-07-25 15:49:06,"0.0035025498"
185,"0.00320596742463759",2018-07-25 15:49:07,"0.00297803056666667"
186,"0.00320464498161546",2018-07-25 15:49:08,"0.00280517213333333"
187,"0.00320334377684986",2018-07-25 15:49:09,"0.00241033486666667"
188,"0.00320210021357148",2018-07-25 15:49:10,"0.00383613475862069"
189,"0.00320092773173359",2018-07-25 15:49:11,"0.003696958"
190,"0.00319978301914247",2018-07-25 15:49:12,"0.00381281890322581"
191,"0.00319870534816241",2018-07-25 15:49:13,"0.00343902213333333"
192,"0.00319776118626655",2018-07-25 15:49:14,"0.00249593437931034"
193,"0.00319691533823686",2018-07-25 15:49:15,"0.00263542925806452"
194,"0.00319618503533056",2018-07-25 15:49:16,"0.00324843626666667"
195,"0.00319560760647574",2018-07-25 15:49:17,"0.00273483323333333"
196,"0.00319517991068453",2018-07-25 15:49:18,"0.0024326707"
197,"0.00319491324887496",2018-07-25 15:49:19,"0.00295341082758621"
198,"0.00319480707087492",2018-07-25 15:49:20,"0.00298251286206897"
199,"0.00319486246475599",2018-07-25 15:49:21,"0.00307332076666667"
200,"0.00319508423817129",2018-07-25 15:49:22,"0.00276274348275862"
201,"0.00319546704324312",2018-07-25 15:49:23,"0.00374173717241379"
202,"0.00319602360991102",2018-07-25 15:49:24,"0.0031726871"
203,"0.00319675929672491",2018-07-25 15:49:25,"0.0028652436"
204,"0.00319766255762835",2018-07-25 15:49:26,"0.00305704836666667"
205,"0.00319872764673679",2018-07-25 15:49:27,"0.00329988546666667"
206,"0.00319994719299483",2018-07-25 15:49:28,"0.00286109363333333"
207,"0.00320131228620591",2018-07-25 15:49:29,"0.0025450234"
208,"0.00320281256743394",2018-07-25 15:49:30,"0.00286309453333333"
209,"0.00320443632183255",2018-07-25 15:49:31,"0.0040664727"
210,"0.00320617057210523",2018-07-25 15:49:32,"0.0029059278"
211,"0.00320800117084016",2018-07-25 15:49:33,"0.00272317963333333"
212,"0.00320991289003597",2018-07-25 15:49:34,"0.0033958178"
213,"0.00321188950640457",2018-07-25 15:49:35,"0.00289280226666667"
214,"0.00321391388166131",2018-07-25 15:49:36,"0.00275822896666667"
215,"0.00321596803808811",2018-07-25 15:49:37,"0.00431642956666667"
216,"0.00321803323119318",2018-07-25 15:49:38,"0.0041647289"
217,"0.00322009002318551",2018-07-25 15:49:39,"0.0027568848"
218,"0.00322211836302039",2018-07-25 15:49:40,"0.00385502823333333"
219,"0.00322409768064954",2018-07-25 15:49:41,"0.003068274"
220,"0.00322600700447844",2018-07-25 15:49:42,"0.00287436136666667"
221,"0.00322782511156237",2018-07-25 15:49:43,"0.0027906932"
222,"0.00322953071949951",2018-07-25 15:49:44,"0.00289607506666667"
223,"0.00323110272716994",2018-07-25 15:49:45,"0.00297358006666667"
224,"0.00323252050844205",2018-07-25 15:49:46,"0.00389914436666667"
225,"0.00323374558430864",2018-07-25 15:49:47,"0.00362013896551724"
226,"0.00323479895320795",2018-07-25 15:49:48,"0.00348408367741935"
227,"0.00323563365791788",2018-07-25 15:49:49,"0.00331495817857143"
228,"0.00323624816111908",2018-07-25 15:49:50,"0.00234121916129032"
229,"0.00323664594029348",2018-07-25 15:49:51,"0.0029840753"
230,"0.00323678891353566",2018-07-25 15:49:52,"0.00528096586666667"
231,"0.00323668032134975",2018-07-25 15:49:53,"0.00497831073333333"
232,"0.0032363179876784",2018-07-25 15:49:54,"0.00477858433333333"
233,"0.00323571670918872",2018-07-25 15:49:55,"0.0048646334137931"
234,"0.00323485931563637",2018-07-25 15:49:56,"0.00286646151612903"
235,"0.003233768758276",2018-07-25 15:49:57,"0.00395562331034483"
236,"0.00323247853780017",2018-07-25 15:49:58,"0.00381310296666667"
237,"0.00323096550475552",2018-07-25 15:49:59,"0.0027754307"
238,"0.00322948006676028",2018-07-25 15:50:00,"0.00429038130434783"
239,"0.00322786484609938",2018-07-25 15:50:01,"0.00406091533333333"
240,"0.00322591335099635",2018-07-25 15:50:02,"0.0030451377"
241,"0.00322385653113826",2018-07-25 15:50:03,"0.00395757956666667"
242,"0.00322172560363454",2018-07-25 15:50:04,"0.00314551403333333"
243,"0.00322013499602539",2018-07-25 15:50:05,"0.00328085064285714"
244,"0.00321900670867429",2018-07-25 15:50:06,"0.00353615305882353"
245,"0.00321729743729245",2018-07-25 15:50:07,"0.00402426836666667"
246,"0.00321513794886081",2018-07-25 15:50:08,"0.0029627531"
247,"0.00321303178070709",2018-07-25 15:50:09,"0.00236447203333333"
248,"0.00321100734868957",2018-07-25 15:50:10,"0.00265079923333333"
249,"0.00320909057236746",2018-07-25 15:50:11,"0.00194872546666667"
250,"0.00320730441487054",2018-07-25 15:50:12,"0.00268988633333333"
251,"0.00320566853738917",2018-07-25 15:50:13,"0.00236573343333333"
252,"0.00320419907714992",2018-07-25 15:50:14,"0.00212655706666667"
253,"0.00320290855122972",2018-07-25 15:50:15,"0.00318312563333333"
254,"0.00320180588199799",2018-07-25 15:50:16,"0.00263943913333333"
255,"0.00320089653392405",2018-07-25 15:50:17,"0.00298368316666667"
256,"0.00320018274645743",2018-07-25 15:50:18,"0.00301068913333333"
257,"0.00319966384407085",2018-07-25 15:50:19,"0.0034767938"
258,"0.00319933660256032",2018-07-25 15:50:20,"0.00298218156666667"
259,"0.0031991956503397",2018-07-25 15:50:21,"0.0039035745"
260,"0.00319923388457732",2018-07-25 15:50:22,"0.0026094803"
261,"0.00319944288428976",2018-07-25 15:50:23,"0.00336068993333333"
262,"0.00319980544785114",2018-07-25 15:50:24,"0.00348394637931034"
263,"0.0032003257612234",2018-07-25 15:50:25,"0.00285910932258065"
264,"0.00320098606159978",2018-07-25 15:50:26,"0.00305982410344828"
265,"0.00320176473190697",2018-07-25 15:50:27,"0.0032979361"
266,"0.00320267703147704",2018-07-25 15:50:28,"0.0026642479"
267,"0.00320370190310324",2018-07-25 15:50:29,"0.0036799848"
268,"0.00320483070348368",2018-07-25 15:50:30,"0.00368370503333333"
269,"0.00320605556003099",2018-07-25 15:50:31,"0.00298967086666667"
270,"0.00320736945929317",2018-07-25 15:50:32,"0.0027378074"
271,"0.00320876630984999",2018-07-25 15:50:33,"0.00336715213333333"
272,"0.0032102409871097",2018-07-25 15:50:34,"0.00300103846666667"
273,"0.00321178936783061",2018-07-25 15:50:35,"0.0043734167"
274,"0.00321340836201323",2018-07-25 15:50:36,"0.00334839076666667"
275,"0.00321509594891383",2018-07-25 15:50:37,"0.00221248353333333"
276,"0.00321676131520996",2018-07-25 15:50:38,"0.00246889459259259"
277,"0.00321848903393681",2018-07-25 15:50:39,"0.0022809828"
278,"0.00322034246149024",2018-07-25 15:50:40,"0.004079616"
279,"0.00322226577795499",2018-07-25 15:50:41,"0.0029946302"
280,"0.00322419266025639",2018-07-25 15:50:42,"0.00303902148148148"
281,"0.00322619391503193",2018-07-25 15:50:43,"0.00255720813333333"
282,"0.00322838526168041",2018-07-25 15:50:44,"0.00428163633333333"
283,"0.00323067243253977",2018-07-25 15:50:45,"0.00440399093333333"
284,"0.00323290099798321",2018-07-25 15:50:46,"0.00337513176923077"
