"Session","StartTime","EndTime"
"RestingBaseline",2018-07-25 15:47:07,2018-07-25 15:51:10
"BaselineWriting",2018-07-25 15:54:05,2018-07-25 15:59:05
"StressCondition",2018-07-25 15:59:29,2018-07-25 16:04:29
"DualTask",2018-07-25 16:04:54,2018-07-25 16:54:54
"Presentation",2018-07-25 17:09:08,2018-07-25 17:12:30
