"Session","StartTime","EndTime"
"RestingBaseline",2018-07-06 16:00:08,2018-07-06 16:03:03
"BaselineWriting",2018-07-06 16:03:59,2018-07-06 16:08:59
"StressCondition",2018-07-06 16:11:00,2018-07-06 16:16:00
"DualTask",2018-07-06 16:17:14,2018-07-06 17:07:14
"Presentation",2018-07-06 17:18:06,2018-07-06 17:20:01
