"Session","StartTime","EndTime"
"RestingBaseline",2018-07-10 13:44:06,2018-07-10 13:47:04
"BaselineWriting",2018-07-10 13:48:53,2018-07-10 13:53:53
"StressCondition",2018-07-10 13:56:15,2018-07-10 14:01:15
"DualTask",2018-07-10 14:03:16,2018-07-10 14:53:16
"Presentation",2018-07-10 15:07:41,2018-07-10 15:13:24
