Time,Timestamp,X,Y,Type
190.544,Tue Jul 10 13:47:13.095 2018,1322,517, 0
190.551,Tue Jul 10 13:47:13.102 2018,1323,517, 0
190.559,Tue Jul 10 13:47:13.110 2018,1323,517, 0
190.567,Tue Jul 10 13:47:13.117 2018,1324,517, 0
190.575,Tue Jul 10 13:47:13.125 2018,1325,517, 0
190.583,Tue Jul 10 13:47:13.133 2018,1327,525, 0
190.591,Tue Jul 10 13:47:13.141 2018,1328,536, 0
190.598,Tue Jul 10 13:47:13.149 2018,1328,550, 0
190.607,Tue Jul 10 13:47:13.157 2018,1320,567, 0
190.614,Tue Jul 10 13:47:13.165 2018,1306,588, 0
190.622,Tue Jul 10 13:47:13.173 2018,1284,614, 0
190.63,Tue Jul 10 13:47:13.181 2018,1258,640, 0
190.639,Tue Jul 10 13:47:13.189 2018,1227,667, 0
190.646,Tue Jul 10 13:47:13.197 2018,1192,704, 0
190.655,Tue Jul 10 13:47:13.205 2018,1160,738, 0
190.663,Tue Jul 10 13:47:13.213 2018,1135,766, 0
190.671,Tue Jul 10 13:47:13.221 2018,1112,794, 0
190.679,Tue Jul 10 13:47:13.229 2018,1093,817, 0
190.687,Tue Jul 10 13:47:13.237 2018,1077,835, 0
190.695,Tue Jul 10 13:47:13.245 2018,1065,847, 0
190.703,Tue Jul 10 13:47:13.253 2018,1058,857, 0
190.711,Tue Jul 10 13:47:13.261 2018,1052,865, 0
190.719,Tue Jul 10 13:47:13.269 2018,1051,870, 0
190.727,Tue Jul 10 13:47:13.277 2018,1050,873, 0
190.735,Tue Jul 10 13:47:13.285 2018,1049,877, 0
190.743,Tue Jul 10 13:47:13.293 2018,1049,879, 0
190.751,Tue Jul 10 13:47:13.301 2018,1049,880, 0
190.759,Tue Jul 10 13:47:13.309 2018,1049,881, 0
190.767,Tue Jul 10 13:47:13.317 2018,1050,882, 0
190.799,Tue Jul 10 13:47:13.350 2018,1051,882, 0
190.814,Tue Jul 10 13:47:13.366 2018,1051,882, 0
190.822,Tue Jul 10 13:47:13.374 2018,1051,880, 0
190.83,Tue Jul 10 13:47:13.382 2018,1051,875, 0
190.839,Tue Jul 10 13:47:13.390 2018,1050,866, 0
190.847,Tue Jul 10 13:47:13.398 2018,1048,854, 0
190.854,Tue Jul 10 13:47:13.406 2018,1046,833, 0
190.862,Tue Jul 10 13:47:13.414 2018,1044,806, 0
190.871,Tue Jul 10 13:47:13.422 2018,1044,770, 0
190.878,Tue Jul 10 13:47:13.430 2018,1047,731, 0
190.886,Tue Jul 10 13:47:13.438 2018,1054,686, 0
190.895,Tue Jul 10 13:47:13.446 2018,1062,641, 0
190.903,Tue Jul 10 13:47:13.454 2018,1071,596, 0
190.911,Tue Jul 10 13:47:13.462 2018,1085,537, 0
190.919,Tue Jul 10 13:47:13.470 2018,1101,485, 0
190.927,Tue Jul 10 13:47:13.478 2018,1121,438, 0
190.935,Tue Jul 10 13:47:13.486 2018,1140,397, 0
190.943,Tue Jul 10 13:47:13.493 2018,1156,363, 0
190.951,Tue Jul 10 13:47:13.501 2018,1169,339, 0
190.959,Tue Jul 10 13:47:13.509 2018,1174,328, 0
190.967,Tue Jul 10 13:47:13.517 2018,1177,323, 0
191.023,Tue Jul 10 13:47:13.573 2018,1178,322, 0
191.031,Tue Jul 10 13:47:13.581 2018,1178,322, 0
191.038,Tue Jul 10 13:47:13.589 2018,1178,323, 0
191.047,Tue Jul 10 13:47:13.597 2018,1178,328, 0
191.054,Tue Jul 10 13:47:13.605 2018,1177,335, 0
191.062,Tue Jul 10 13:47:13.613 2018,1175,346, 0
191.07,Tue Jul 10 13:47:13.621 2018,1173,356, 0
191.078,Tue Jul 10 13:47:13.629 2018,1170,370, 0
191.086,Tue Jul 10 13:47:13.637 2018,1166,385, 0
191.094,Tue Jul 10 13:47:13.645 2018,1161,404, 0
191.103,Tue Jul 10 13:47:13.653 2018,1155,424, 0
191.111,Tue Jul 10 13:47:13.661 2018,1149,445, 0
191.119,Tue Jul 10 13:47:13.669 2018,1145,464, 0
191.127,Tue Jul 10 13:47:13.677 2018,1138,486, 0
191.135,Tue Jul 10 13:47:13.685 2018,1133,503, 0
191.143,Tue Jul 10 13:47:13.693 2018,1128,519, 0
191.151,Tue Jul 10 13:47:13.702 2018,1124,535, 0
191.159,Tue Jul 10 13:47:13.709 2018,1121,549, 0
191.167,Tue Jul 10 13:47:13.717 2018,1117,562, 0
191.175,Tue Jul 10 13:47:13.726 2018,1115,573, 0
191.183,Tue Jul 10 13:47:13.734 2018,1113,584, 0
191.191,Tue Jul 10 13:47:13.742 2018,1111,592, 0
191.198,Tue Jul 10 13:47:13.750 2018,1110,597, 0
191.207,Tue Jul 10 13:47:13.758 2018,1110,600, 0
191.214,Tue Jul 10 13:47:13.766 2018,1110,602, 0
191.222,Tue Jul 10 13:47:13.774 2018,1110,603, 0
191.23,Tue Jul 10 13:47:13.782 2018,1110,604, 0
191.238,Tue Jul 10 13:47:13.790 2018,1110,606, 0
191.247,Tue Jul 10 13:47:13.798 2018,1110,607, 0
191.254,Tue Jul 10 13:47:13.806 2018,1112,609, 0
191.263,Tue Jul 10 13:47:13.814 2018,1113,611, 0
191.271,Tue Jul 10 13:47:13.822 2018,1113,613, 0
191.278,Tue Jul 10 13:47:13.830 2018,1113,614, 0
191.303,Tue Jul 10 13:47:13.854 2018,1114,615, 0
191.311,Tue Jul 10 13:47:13.861 2018,1114,615, 0
191.319,Tue Jul 10 13:47:13.869 2018,1114,616, 0
191.327,Tue Jul 10 13:47:13.877 2018,1115,618, 0
191.335,Tue Jul 10 13:47:13.885 2018,1118,623, 0
191.342,Tue Jul 10 13:47:13.893 2018,1122,635, 0
191.351,Tue Jul 10 13:47:13.901 2018,1127,649, 0
191.359,Tue Jul 10 13:47:13.909 2018,1131,665, 0
191.367,Tue Jul 10 13:47:13.917 2018,1134,681, 0
191.375,Tue Jul 10 13:47:13.925 2018,1137,697, 0
191.383,Tue Jul 10 13:47:13.933 2018,1138,707, 0
191.391,Tue Jul 10 13:47:13.941 2018,1138,714, 0
191.647,Tue Jul 10 13:47:14.198 2018,1138,714, 1
191.743,Tue Jul 10 13:47:14.293 2018,1138,714, 2
191.823,Tue Jul 10 13:47:14.373 2018,1138,717, 0
191.83,Tue Jul 10 13:47:14.381 2018,1139,718, 0
191.839,Tue Jul 10 13:47:14.389 2018,1140,718, 0
191.847,Tue Jul 10 13:47:14.397 2018,1141,718, 0
191.855,Tue Jul 10 13:47:14.405 2018,1143,716, 0
191.863,Tue Jul 10 13:47:14.413 2018,1147,711, 0
191.87,Tue Jul 10 13:47:14.421 2018,1152,702, 0
191.879,Tue Jul 10 13:47:14.429 2018,1159,693, 0
191.886,Tue Jul 10 13:47:14.437 2018,1169,679, 0
191.894,Tue Jul 10 13:47:14.445 2018,1180,663, 0
191.903,Tue Jul 10 13:47:14.453 2018,1193,644, 0
191.911,Tue Jul 10 13:47:14.461 2018,1209,622, 0
191.919,Tue Jul 10 13:47:14.469 2018,1226,595, 0
191.927,Tue Jul 10 13:47:14.477 2018,1244,560, 0
191.935,Tue Jul 10 13:47:14.485 2018,1258,527, 0
191.943,Tue Jul 10 13:47:14.493 2018,1268,496, 0
191.95,Tue Jul 10 13:47:14.501 2018,1276,472, 0
191.958,Tue Jul 10 13:47:14.509 2018,1278,451, 0
191.966,Tue Jul 10 13:47:14.517 2018,1279,438, 0
191.974,Tue Jul 10 13:47:14.525 2018,1279,427, 0
191.982,Tue Jul 10 13:47:14.533 2018,1277,419, 0
191.99,Tue Jul 10 13:47:14.542 2018,1275,413, 0
191.998,Tue Jul 10 13:47:14.550 2018,1274,409, 0
192.007,Tue Jul 10 13:47:14.558 2018,1273,406, 0
192.015,Tue Jul 10 13:47:14.566 2018,1272,405, 0
193.271,Tue Jul 10 13:47:15.822 2018,1272,404, 0
