"Session","StartTime","EndTime"
"RestingBaseline",2018-08-13 08:49:24,2018-08-13 08:52:08
"BaselineWriting",2018-08-13 08:52:58,2018-08-13 08:57:58
"StressCondition",2018-08-13 08:59:30,2018-08-13 09:04:30
"DualTask",2018-08-13 09:04:55,2018-08-13 09:54:55
"Presentation",2018-08-13 10:05:06,2018-08-13 10:06:44
