"CovertedTime","Time","NR_Perspiration","Perspiration","Session","EDA","HR"
2018-08-08 11:13:52,232,0.00298112934616908,0.00235974930769231,"RestingBaseline",0.380189,89.9
2018-08-08 11:13:53,233,0.00298705020889887,0.00253076842857143,"RestingBaseline",0.381149,89.82
2018-08-08 11:13:54,234,0.00299375677934681,0.00210144966666667,"RestingBaseline",0.380829,89.78
2018-08-08 11:13:55,235,0.00300105635092654,0.0031571814,"RestingBaseline",0.379229,89.78
2018-08-08 11:13:56,236,0.0030084457085123,0.0034517205,"RestingBaseline",0.376669,89.82
2018-08-08 11:13:57,237,0.00301614873952541,0.00288986413333333,"RestingBaseline",0.375709,89.82
2018-08-08 11:13:58,238,0.00302441897086656,0.00291781913333333,"RestingBaseline",0.377309,89.85
2018-08-08 11:13:59,239,0.00303297121466491,0.00198947213333333,"RestingBaseline",0.371868,89.87
2018-08-08 11:14:00,240,0.00304177546772228,0.00217178746666667,"RestingBaseline",0.37250825,89.87
2018-08-08 11:14:01,241,0.0030504935880509,0.00241397328571429,"RestingBaseline",0.37250875,89.85
2018-08-08 11:14:02,242,0.0030587657572661,0.00225796307692308,"RestingBaseline",0.37218825,89.82
2018-08-08 11:14:03,243,0.00306747279866723,0.00290091406666667,"RestingBaseline",0.371228,89.78
2018-08-08 11:14:04,244,0.00307690440357339,0.00323503926666667,"RestingBaseline",0.369948,89.75
2018-08-08 11:14:05,245,0.00308671725923536,0.003140599125,"RestingBaseline",0.365788,89.73
2018-08-08 11:14:06,246,0.00309622976674893,0.00249632757142857,"RestingBaseline",0.364828,89.75
2018-08-08 11:14:07,247,0.00310570800551145,0.00252978775,"RestingBaseline",0.3747485,89.8
2018-08-08 11:14:08,248,0.00311541500436456,0.00226140733333333,"RestingBaseline",0.40227075,89.85
2018-08-08 11:14:09,249,0.00312467121393245,0.00291345286666667,"RestingBaseline",0.407071,89.92
2018-08-08 11:14:10,250,0.00313374226292579,0.00312305953333333,"RestingBaseline",0.40035075,90
2018-08-08 11:14:11,251,0.00314258012762121,0.0029172206,"RestingBaseline",0.39747,90.08
2018-08-08 11:14:12,252,0.00315113944542665,0.00332293486666667,"RestingBaseline",0.39459,90.17
2018-08-08 11:14:13,253,0.00315911139002077,0.00564849335714286,"RestingBaseline",0.39203,90.23
2018-08-08 11:14:14,254,0.0031667467646258,0.0052064314,"RestingBaseline",0.38819,90.28
2018-08-08 11:14:15,255,0.00317402489116127,0.00386415014285714,"RestingBaseline",0.38691,90.35
2018-08-08 11:14:16,256,0.00318091408964718,0.0053215428,"RestingBaseline",0.38530925,90.42
2018-08-08 11:14:17,257,0.0031876203828875,0.00446467746666667,"RestingBaseline",0.38819,90.5
2018-08-08 11:14:18,258,0.00319328548048145,0.00424361166666667,"RestingBaseline",0.38498925,90.62
2018-08-08 11:14:19,259,0.00319857617649283,0.00391718813333333,"RestingBaseline",0.382429,90.75
2018-08-08 11:14:20,260,0.00320421296734096,0.0037903425625,"RestingBaseline",0.383069,90.9
2018-08-08 11:14:21,261,0.00320907540105578,0.00450013446153846,"RestingBaseline",0.381469,91.05
2018-08-08 11:14:22,262,0.00321353328075928,0.004781958,"RestingBaseline",0.380509,91.22
2018-08-08 11:14:23,263,0.00321776583460015,0.00520081235714286,"RestingBaseline",0.379869,91.35
2018-08-08 11:14:24,264,0.00322149967126981,0.00486885133333333,"RestingBaseline",0.378589,91.45
2018-08-08 11:14:25,265,0.00322492091293629,0.00265603278571429,"RestingBaseline",0.375709,91.52
2018-08-08 11:14:26,266,0.00322805494813906,0.0021782482,"RestingBaseline",0.376029,91.57
2018-08-08 11:14:27,267,0.00323103687431423,0.00266229913333333,"RestingBaseline",0.378589,91.6
2018-08-08 11:14:28,268,0.00323370460794196,0.00255934678571429,"RestingBaseline",0.37442875,91.63
2018-08-08 11:14:29,269,0.00323619575281806,0.00316511866666667,"RestingBaseline",0.376989,91.67
2018-08-08 11:14:30,270,0.00323847242770801,0.00237408153846154,"RestingBaseline",0.37410875,91.72
2018-08-08 11:14:31,271,0.00324057588513686,0.002147189,"RestingBaseline",0.37186825,91.75
2018-08-08 11:14:32,272,0.00324284548127687,0.0034654611875,"RestingBaseline",0.3731485,91.78
2018-08-08 11:14:33,273,0.00324515640499792,0.0032284346,"RestingBaseline",0.37378875,91.78
2018-08-08 11:14:34,274,0.00324732166037951,0.00308537321428571,"RestingBaseline",0.3728285,91.78
2018-08-08 11:14:35,275,0.00324952414345907,0.0032829948,"RestingBaseline",0.370588,91.77
2018-08-08 11:14:36,276,0.00325195464630527,0.0034955174375,"RestingBaseline",0.370268,91.73
2018-08-08 11:14:37,277,0.00325441271741519,0.00331293407142857,"RestingBaseline",0.368988,91.72
2018-08-08 11:14:38,278,0.00325692178781316,0.00240840206666667,"RestingBaseline",0.369948,91.72
2018-08-08 11:14:39,279,0.00325977788175588,0.0023761009375,"RestingBaseline",0.371228,91.75
2018-08-08 11:14:40,280,0.00326273899661037,0.00501340992857143,"RestingBaseline",0.369948,91.8
2018-08-08 11:14:41,281,0.00326581929884404,0.0045604744,"RestingBaseline",0.369308,91.85
2018-08-08 11:14:42,282,0.00326925279588498,0.00280224273333333,"RestingBaseline",0.367388,91.9
2018-08-08 11:14:43,283,0.00327296443921887,0.0030773256,"RestingBaseline",0.365468,91.93
2018-08-08 11:14:44,284,0.0032768381244157,0.00307563807142857,"RestingBaseline",0.365788,91.97
2018-08-08 11:14:45,285,0.00328117056453573,0.003204445125,"RestingBaseline",0.365148,91.95
2018-08-08 11:14:46,286,0.0032858408648478,0.00297961692857143,"RestingBaseline",0.364508,91.92
2018-08-08 11:14:47,287,0.00329053114486495,0.00252197535714286,"RestingBaseline",0.362908,91.87
2018-08-08 11:14:48,288,0.0032955504217599,0.00222257528571429,"RestingBaseline",0.360988,91.82
2018-08-08 11:14:49,289,0.00330110794527936,0.0025302568,"RestingBaseline",0.361948,91.77
2018-08-08 11:14:50,290,0.00330703111815765,0.00268299542857143,"RestingBaseline",0.361628,91.7
2018-08-08 11:14:51,291,0.00331333132941148,0.00319029313333333,"RestingBaseline",0.36066775,91.65
2018-08-08 11:14:52,292,0.00332023718974266,0.0022699368,"RestingBaseline",0.3590675,91.58
2018-08-08 11:14:53,293,0.00332728206401412,0.00274460528571429,"RestingBaseline",0.35874725,91.52
2018-08-08 11:14:54,294,0.00333442201232874,0.00235219842857143,"RestingBaseline",0.357787,91.45
2018-08-08 11:14:55,295,0.00334242581348676,0.0030722460625,"RestingBaseline",0.357147,91.4
2018-08-08 11:15:25,325,0.0035628530486987,0.00385013273333333,"BaselineWriting",0.595566,91.75
2018-08-08 11:15:26,326,0.00357061470158564,0.0026768942,"BaselineWriting",0.590765,91.87
2018-08-08 11:15:27,327,0.00357821229255543,0.00305303626666667,"BaselineWriting",0.4867575,92
2018-08-08 11:15:28,328,0.00358539655601319,0.00309907757142857,"BaselineWriting",0.5824445,92.1
2018-08-08 11:15:29,329,0.003592175507087,0.0040449835,"BaselineWriting",0.5686835,92.2
2018-08-08 11:15:30,330,0.00359902473169485,0.0034154758,"BaselineWriting",0.5843645,92.3
2018-08-08 11:15:31,331,0.00360591742281657,0.0028889404,"BaselineWriting",0.56100275,92.4
2018-08-08 11:15:32,332,0.0036123823755785,0.00440474564285714,"BaselineWriting",0.6485695,92.52
2018-08-08 11:15:33,333,0.00361842585061474,0.00380208321428571,"BaselineWriting",0.58623125,92.63
2018-08-08 11:15:34,334,0.00362426395449009,0.00404576692857143,"BaselineWriting",0.64415575,92.77
2018-08-08 11:15:35,335,0.00362988580414807,0.00435802021428571,"BaselineWriting",0.604473,92.87
2018-08-08 11:15:36,336,0.00363546833375082,0.0042366208,"BaselineWriting",0.6108735,92.97
2018-08-08 11:15:37,337,0.00364115656584952,0.004950681875,"BaselineWriting",0.6003125,93.07
2018-08-08 11:15:38,338,0.00364621481423301,0.00543473853846154,"BaselineWriting",0.590072,93.08
2018-08-08 11:15:39,339,0.00365068035629515,0.00571545964285714,"BaselineWriting",0.582071,93.03
2018-08-08 11:15:40,340,0.00365491721214975,0.00543800130769231,"BaselineWriting",0.57727075,92.97
2018-08-08 11:15:41,341,0.00365863415194249,0.0044257075,"BaselineWriting",0.578551,92.87
2018-08-08 11:15:42,342,0.00366255736289724,0.004768633625,"BaselineWriting",0.60735325,92.8
2018-08-08 11:15:43,343,0.00366675369467946,0.004341986875,"BaselineWriting",0.60383275,92.78
2018-08-08 11:15:44,344,0.00367053178489406,0.00484809993333333,"BaselineWriting",0.596472,92.78
2018-08-08 11:15:45,345,0.00367349472517697,0.00403383509090909,"BaselineWriting",0.601913,92.82
2018-08-08 11:15:46,346,0.00367647099235755,0.00425726641176471,"BaselineWriting",0.7561645,92.93
2018-08-08 11:15:47,347,0.00367973616802072,0.0045978681875,"BaselineWriting",0.78016625,93.07
