"Session","StartTime","EndTime"
"RestingBaseline",2018-08-08 11:10:55,2018-08-08 11:14:55
"BaselineWriting",2018-08-08 11:15:25,2018-08-08 11:20:25
"StressCondition",2018-08-08 11:20:52,2018-08-08 11:25:52
"DualTask",2018-08-08 11:26:42,2018-08-08 12:16:42
"Presentation",NA,NA
