"Session","StartTime","EndTime"
"RestingBaseline",2018-07-12 13:47:19,2018-07-12 13:50:19
"BaselineWriting",2018-07-12 13:51:36,2018-07-12 13:56:36
"StressCondition",2018-07-12 13:57:54,2018-07-12 14:02:54
"DualTask",2018-07-12 14:03:36,2018-07-12 14:53:36
"Presentation",2018-07-12 15:02:09,2018-07-12 15:04:49
