Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,70.20403,Thu Jul 12 13:47:19.252 2018,249.9842,Thu Jul 12 13:50:19.032 2018
Session 2,4560.814,Thu Jul 12 15:02:09.862 2018,4720.184,Thu Jul 12 15:04:49.232 2018
