Time,Timestamp,X,Y,Type
176.911,Thu Jun 28 04:07:42.348 2018,1084,445, 0
176.918,Thu Jun 28 04:07:42.355 2018,1085,444, 0
176.926,Thu Jun 28 04:07:42.363 2018,1087,442, 0
176.934,Thu Jun 28 04:07:42.371 2018,1094,439, 0
176.942,Thu Jun 28 04:07:42.379 2018,1102,433, 0
176.95,Thu Jun 28 04:07:42.387 2018,1110,428, 0
176.958,Thu Jun 28 04:07:42.395 2018,1116,425, 0
176.966,Thu Jun 28 04:07:42.403 2018,1119,424, 0
176.99,Thu Jun 28 04:07:42.427 2018,1120,423, 0
177.022,Thu Jun 28 04:07:42.459 2018,1121,423, 0
177.062,Thu Jun 28 04:07:42.499 2018,1121,423, 0
177.078,Thu Jun 28 04:07:42.515 2018,1122,423, 0
177.086,Thu Jun 28 04:07:42.522 2018,1123,424, 0
177.094,Thu Jun 28 04:07:42.531 2018,1126,430, 0
177.102,Thu Jun 28 04:07:42.539 2018,1132,443, 0
177.11,Thu Jun 28 04:07:42.547 2018,1137,458, 0
177.118,Thu Jun 28 04:07:42.555 2018,1141,472, 0
177.126,Thu Jun 28 04:07:42.563 2018,1144,488, 0
177.134,Thu Jun 28 04:07:42.571 2018,1144,501, 0
177.142,Thu Jun 28 04:07:42.579 2018,1144,513, 0
177.15,Thu Jun 28 04:07:42.587 2018,1140,524, 0
177.158,Thu Jun 28 04:07:42.595 2018,1137,535, 0
177.166,Thu Jun 28 04:07:42.603 2018,1133,545, 0
177.174,Thu Jun 28 04:07:42.611 2018,1130,553, 0
177.182,Thu Jun 28 04:07:42.619 2018,1128,558, 0
177.206,Thu Jun 28 04:07:42.643 2018,1127,560, 0
177.214,Thu Jun 28 04:07:42.650 2018,1127,561, 0
177.222,Thu Jun 28 04:07:42.659 2018,1127,562, 0
177.23,Thu Jun 28 04:07:42.667 2018,1127,564, 0
177.238,Thu Jun 28 04:07:42.675 2018,1127,566, 0
177.246,Thu Jun 28 04:07:42.683 2018,1127,569, 0
177.254,Thu Jun 28 04:07:42.691 2018,1127,572, 0
177.262,Thu Jun 28 04:07:42.699 2018,1127,575, 0
177.27,Thu Jun 28 04:07:42.706 2018,1127,577, 0
177.278,Thu Jun 28 04:07:42.715 2018,1127,579, 0
177.286,Thu Jun 28 04:07:42.723 2018,1127,583, 0
177.294,Thu Jun 28 04:07:42.731 2018,1126,590, 0
177.302,Thu Jun 28 04:07:42.739 2018,1126,599, 0
177.31,Thu Jun 28 04:07:42.747 2018,1126,609, 0
177.318,Thu Jun 28 04:07:42.755 2018,1127,618, 0
177.326,Thu Jun 28 04:07:42.763 2018,1129,626, 0
177.334,Thu Jun 28 04:07:42.771 2018,1131,633, 0
177.342,Thu Jun 28 04:07:42.779 2018,1132,639, 0
177.35,Thu Jun 28 04:07:42.787 2018,1132,644, 0
177.358,Thu Jun 28 04:07:42.795 2018,1132,649, 0
177.366,Thu Jun 28 04:07:42.803 2018,1132,652, 0
177.374,Thu Jun 28 04:07:42.811 2018,1132,654, 0
177.382,Thu Jun 28 04:07:42.819 2018,1132,655, 0
177.446,Thu Jun 28 04:07:42.883 2018,1132,656, 0
177.478,Thu Jun 28 04:07:42.915 2018,1132,656, 0
177.486,Thu Jun 28 04:07:42.923 2018,1132,657, 0
177.494,Thu Jun 28 04:07:42.931 2018,1131,658, 0
177.502,Thu Jun 28 04:07:42.939 2018,1131,660, 0
177.51,Thu Jun 28 04:07:42.947 2018,1130,664, 0
177.518,Thu Jun 28 04:07:42.954 2018,1129,670, 0
177.526,Thu Jun 28 04:07:42.963 2018,1128,677, 0
177.534,Thu Jun 28 04:07:42.971 2018,1127,684, 0
177.542,Thu Jun 28 04:07:42.979 2018,1127,687, 0
178.198,Thu Jun 28 04:07:43.635 2018,1127,687, 1
178.31,Thu Jun 28 04:07:43.747 2018,1127,687, 2
178.55,Thu Jun 28 04:07:43.987 2018,1127,688, 0
178.558,Thu Jun 28 04:07:43.995 2018,1127,688, 0
178.566,Thu Jun 28 04:07:44.003 2018,1127,688, 0
178.574,Thu Jun 28 04:07:44.010 2018,1128,688, 0
178.582,Thu Jun 28 04:07:44.019 2018,1128,688, 0
178.614,Thu Jun 28 04:07:44.051 2018,1128,687, 0
178.63,Thu Jun 28 04:07:44.067 2018,1129,687, 0
178.638,Thu Jun 28 04:07:44.074 2018,1129,686, 0
178.646,Thu Jun 28 04:07:44.083 2018,1129,685, 0
178.654,Thu Jun 28 04:07:44.091 2018,1129,683, 0
178.662,Thu Jun 28 04:07:44.099 2018,1129,681, 0
179.83,Thu Jun 28 04:07:45.267 2018,1129,680, 0
179.878,Thu Jun 28 04:07:45.315 2018,1129,680, 0
179.886,Thu Jun 28 04:07:45.323 2018,1129,679, 0
179.894,Thu Jun 28 04:07:45.331 2018,1131,678, 0
179.902,Thu Jun 28 04:07:45.339 2018,1131,678, 0
179.91,Thu Jun 28 04:07:45.347 2018,1132,677, 0
179.958,Thu Jun 28 04:07:45.395 2018,1133,677, 0
179.966,Thu Jun 28 04:07:45.403 2018,1134,676, 0
179.974,Thu Jun 28 04:07:45.411 2018,1134,676, 0
179.982,Thu Jun 28 04:07:45.419 2018,1135,675, 0
179.99,Thu Jun 28 04:07:45.427 2018,1136,675, 0
179.998,Thu Jun 28 04:07:45.434 2018,1136,675, 0
180.006,Thu Jun 28 04:07:45.442 2018,1137,674, 0
180.022,Thu Jun 28 04:07:45.459 2018,1138,674, 0
180.03,Thu Jun 28 04:07:45.467 2018,1138,674, 0
180.046,Thu Jun 28 04:07:45.483 2018,1139,674, 0
