"Session","StartTime","EndTime"
"RestingBaseline",2018-07-03 15:48:20,2018-07-03 15:52:24
"BaselineWriting",2018-07-03 15:53:02,2018-07-03 15:58:02
"StressCondition",2018-07-03 16:01:00,2018-07-03 16:06:00
"DualTask",2018-07-03 16:07:01,2018-07-03 16:57:01
"Presentation",2018-07-03 17:07:10,2018-07-03 17:10:43
