Time,RtoR
04/09/2018 12:56:59.425,250
,12342
,341
,375
,87
,333
,231
,139
,240
,481
,86
,263
,352
,557
,82
,19523
,568
,15481
,96
,314
,246
,906
,2831
,508
,509
,1047
,544
,537
,560
,453
,446
,565
,386
,578
,278
,911
,623
,574
,1125
,552
,537
,200
,416
,1004
,210
,460
,181
,420
,601
,605
,561
,547
,724
,379
,1095
,553
,571
,586
,558
,567
,569
,578
,558
,551
,558
,558
,447
,650
,1067
,543
,1088
,541
,548
,267
,851
,549
,1651
,519
,515
,515
,523
,521
,521
,536
,569
,640
,634
,653
,670
,142
,255
,264
,603
,565
,551
,544
,1052
,506
,506
,526
,562
,610
,628
,565
,562
,550
,549
,542
,533
,521
,525
,536
,537
,549
,573
,576
,570
,315
,249
,559
,1104
,524
,525
,523
,533
,561
,577
,1096
,533
,525
,521
,503
,492
,481
,475
,496
,512
,442
,65
,601
,648
,681
,618
,646
,58
,456
,74
,636
,207
,64
,297
,288
,779
,620
,437
,520
,519
,524
,523
,536
,549
,564
,571
,558
,552
,537
,530
,525
,523
,527
,531
,557
,574
,603
,644
,673
,657
,636
,629
,576
,580
,597
,640
,652
,601
,553
,549
,551
,566
,539
,528
,540
,568
,591
,581
,621
,640
,596
,592
,612
,618
,627
,579
,545
,549
,553
,585
,575
,636
,739
,779
,737
,722
,692
,690
,668
,658
,717
,699
,703
,669
,640
,581
,576
,557
,530
,532
,539
,530
,547
,622
,662
,670
,569
,572
,590
,624
,658
,599
,620
,636
,629
,583
,585
,591
,634
,603
,627
,671
,704
,626
,618
,625
,653
,647
,645
,710
,760
,736
,702
,702
,660
,615
,593
,569
,559
,575
,635
,754
,680
,685
,695
,663
,619
,612
,589
,582
,590
,624
,639
,589
,623
,671
,762
,690
,676
,673
,703
,646
,610
,620
,635
,680
,626
,611
,640
,682
,690
,656
,577
,585
,595
,618
,648
,623
,620
,627
,648
,679
,724
,702
,652
,636
,603
,575
,540
,548
,567
,615
,634
,601
,588
,591
,595
,574
,580
,579
,592
,629
,613
,639
,652
,657
,653
,630
,565
,563
,564
,556
,567
,592
,622
,651
,629
,593
,603
,618
,600
,625
,629
,644
,597
,610
,614
,592
,559
,576
,579
,594
,611
,643
,628
,600
,630
,657
,691
,654
,657
,697
,730
,685
,628
,643
,665
,719
,663
,660
,689
,709
,696
,654
,681
,668
,664
,625
,666
,696
,735
,686
,657
,673
,706
,702
,623
,612
,656
,703
,773
,728
,717
,734
,717
,699
,617
,620
,641
,696
,760
,716
,719
,722
,728
,684
,687
,708
,720
,731
,664
,637
,676
,680
,677
,649
,700
,752
,757
,643
,606
,582
,585
,658
,826
,781
,765
,741
,659
,617
,636
,655
,662
,672
,684
,659
,604
,570
,556
,552
,559
,600
,647
,692
,669
,667
,670
,662
,640
,635
,642
,653
,680
,660
,640
,646
,643
,633
,624
,667
,700
,704
,662
,623
,639
,656
,677
,682
,627
,589
,605
,613
,640
,658
,638
,666
,672
,678
,664
,686
,671
,675
,653
,602
,606
,589
,567
,571
,606
,630
,669
,669
,627
,579
,565
,581
,592
,606
,651
,692
,714
,673
,696
,709
,722
,695
,671
,668
,657
,636
,622
,617
,589
,570
,565
,594
,641
,680
,656
,692
,706
,695
,646
,609
,625
,629
,657
,664
,633
,586
,602
,614
,655
,667
,667
,751
,766
,736
,632
,625
,640
,654
,645
,613
,645
,642
,685
,681
,693
,703
,703
,675
,599
,600
,606
,619
,629
,659
,703
,732
,730
,664
,683
,683
,706
,682
,674
,676
,683
,651
,624
,670
,686
,716
,729
,736
,736
,720
,681
,682
,669
,658
,620
,656
,654
,673
,655
,662
,599
,607
,623
,667
,731
,728
,638
,590
,599
,593
,573
,552
,546
,549
,581
,629
,725
,695
,703
,724
,722
,669
,632
,648
,640
,603
,579
,565
,601
,661
,653
,681
,737
,757
,729
,666
,666
,662
,697
,715
,652
,664
,687
,724
,709
,664
,697
,736
,781
,755
,730
,738
,776
,818
,834
,823
,788
,698
,684
,732
,819
,835
,792
,819
,823
,823
,769
,788
,792
,783
,728
,720
,741
,784
,807
,754
,717
,752
,772
,730
,723
,726
,699
,622
,646
,603
,566
,550
,543
,561
,589
,629
,632
,613
,641
,654
,654
,609
,618
,601
,602
,577
,560
,570
,590
,631
,630
,605
,567
,580
,586
,598
,592
,570
,582
,601
,641
,644
,642
,659
,671
,670
,658
,664
,615
,581
,552
,551
,562
,574
,608
,619
,604
,581
,607
,658
,712
,754
,697
,677
,665
,617
,574
,556
,547
,549
,570
,616
,625
,618
,646
,671
,703
,694
,645
,655
,665
,683
,651
,590
,610
,619
,597
,557
,578
,604
,594
,591
,584
,606
,673
,726
,746
,729
,689
,657
,621
,582
,567
,564
,585
,742
,854
,821
,828
,838
,784
,689
,614
,602
,610
,674
,790
,781
,779
,764
,745
,715
,640
,591
,578
,577
,614
,777
,803
,806
,814
,797
,757
,677
,603
,583
,576
,602
,712
,834
,824
,806
,795
,769
,736
,692
,623
,586
,567
,564
,579
,660
,811
,790
,780
,777
,765
,731
,659
,601
,585
,582
,594
,613
,690
,775
,785
,780
,761
,727
,691
,658
,625
,583
,573
,575
,597
,662
,742
,767
,776
,756
,720
,675
,615
,599
,587
,603
,653
,726
,777
,781
,783
,766
,733
,674
,609
,596
,593
,617
,648
,698
,703
,711
,694
,671
,648
,624
,612
,608
,582
,566
,563
,581
,597
,642
,697
,710
,690
,657
,595
,591
,580
,604
,652
,702
,721
,711
,664
,609
,589
,582
,608
,189
,438
,702
,824
,759
,740
,721
,686
,683
,676
,656
,616
,580
,576
,575
,613
,691
,736
,748
,732
,701
,647
,585
,572
,561
,559
,578
,604
,636
,640
,629
,609
,600
,574
,552
,548
,554
,566
,637
,756
,730
,719
,697
,658
,618
,597
,571
,555
,551
,549
,563
,581
,639
,673
,686
,683
,638
,608
,586
,592
,597
,614
,628
,633
,621
,572
,571
,566
,557
,533
,535
,540
,558
,573
,590
,593
,578
,586
,588
,600
,623
,626
,631
,622
,618
,612
,590
,575
,579
,587
,627
,678
,701
,717
,708
,688
,639
,613
,605
,616
,640
,666
,672
,647
,639
,643
,638
,631
,622
,602
,588
,585
,592
,602
,627
,666
,686
,691
,665
,631
,624
,623
,654
,697
,737
,740
,712
,671
,617
,584
,578
,586
,614
,656
,688
,681
,670
,649
,638
,648
,673
,700
,694
,669
,625
,587
,577
,581
,589
,625
,648
,637
,608
,594
,595
,610
,650
,680
,691
,657
,622
,605
,608
,619
,644
,647
,637
,597
,576
,579
,594
,633
,667
,680
,638
,603
,585
,597
,606
,633
,647
,642
,595
,569
,562
,564
,585
,620
,636
,634
,616
,592
,565
,567
,562
,576
,587
,599
,604
,584
,579
,573
,593
,599
,593
,585
,550
,560
,551
,555
,556
,572
,592
,597
,595
,573
,539
,532
,530
,534
,555
,615
,667
,676
,668
,638
,581
,569
,568
,578
,618
,666
,690
,670
,619
,591
,583
,595
,608
,636
,638
,592
,584
,576
,564
,545
,533
,530
,547
,569
,571
,572
,579
,583
,625
,655
,679
,675
,657
,591
,574
,565
,576
,603
,641
,661
,628
,590
,568
,563
,576
,597
,624
,600
,584
,571
,584
,587
,599
,606
,594
,557
,556
,553
,547
,549
,554
,561
,568
,560
,551
,559
,567
,586
,594
,576
,561
,570
,571
,550
,569
,557
,564
,539
,534
,530
,529
,537
,539
,544
,543
,533
,522
,523
,523
,523
,526
,525
,517
,515
,514
,534
,583
,680
,730
,716
,680
,683
,610
,557
,579
,578
,585
,629
,716
,779
,782
,745
,650
,638
,664
,750
,782
,779
,737
,622
,618
,618
,681
,748
,762
,727
,653
,649
,660
,682
,655
,701
,700
,687
,632
,631
,631
,612
,616
,636
,673
,693
,648
,622
,638
,657
,688
,704
,703
,707
,696
,664
,643
,613
,621
,629
,648
,671
,688
,679
,640
,674
,715
,711
,650
,638
,585
,555
,543
,565
,613
,652
,671
,692
,735
,748
,737
,708
,701
,682
,656
,647
,650
,659
,664
,638
,655
,696
,712
,710
,742
,714
,612
,584
,589
,592
,648
,710
,718
,647
,649
,648
,624
,628
,646
,652
,664
,660
,669
,656
,651
,620
,647
,668
,704
,684
,694
,692
,690
,681
,632
,622
,626
,636
,650
,598
,613
,645
,746
,778
,765
,738
,714
,680
,663
,626
,607
,626
,659
,721
,741
,718
,701
,711
,724
,733
,725
,632
,578
,559
,555
,552
,575
,649
,722
,755
,743
,762
,765
,741
,726
,719
,692
,634
,629
,630
,656
,661
,636
,682
,688
,655
,674
,674
,673
,633
,645
,671
,663
,707
,709
,707
,662
,597
,567
,578
,604
,668
,693
,647
,699
,692
,676
,629
,657
,672
,685
,648
,641
,623
,598
,583
,593
,575
,549
,560
,587
,583
,578
,592
,635
,672
,677
,625
,638
,651
,680
,644
,613
,617
,615
,616
,602
,625
,652
,691
,667
,664
,689
,697
,699
,637
,644
,639
,636
,601
,608
,635
,667
,661
,679
,679
,678
,629
,641
,655
,662
,624
,613
,628
,640
,675
,708
,708
,701
,639
,614
,624
,624
,652
,696
,691
,681
,700
,710
,684
,645
,660
,642
,648
,609
,621
,622
,626
,605
,609
,589
,556
,564
,601
,636
,626
,572
,585
,591
,625
,648
,635
,675
,691
,680
,611
,616
,620
,636
,645
,603
,612
,630
,652
,660
,601
,633
,649
,691
,686
,680
,722
,743
,733
,660
,647
,640
,643
,642
,596
,619
,625
,665
,673
,756
,782
,776
,741
,692
,669
,663
,611
,582
,593
,599
,643
,635
,681
,705
,711
,645
,649
,662
,668
,614
,646
,638
,638
,579
,585
,593
,605
,603
,611
,623
,629
,608
,590
,602
,588
,580
,554
,570
,591
,641
,676
,627
,614
,634
,643
,653
,633
,599
,626
,643
,684
,683
,610
,597
,608
,624
,639
,584
,565
,547
,534
,548
,590
,596
,597
,632
,652
,642
,670
,688
,750
,689
,672
,666
,663
,606
,610
,615
,643
,680
,618
,637
,654
,696
,674
,661
,668
,650
,598
,588
,601
,631
,692
,706
,647
,662
,672
,697
,780
,201
,198
,325
,277
,160
,319
,201
,164
,316
,240
,240
,445
,116
,156
,244
,237
,678
,658
,586
,201
,278
,329
,72
,564
,641
,631
,650
,656
,641
,677
,693
,696
,630
,617
,617
,622
,606
,604
,645
,670
,654
,622
,645
,649
,637
,581
,392
,245
,313
,202
,198
,402
,279
,40
,400
,122
,373
,601
,607
,604
,610
,623
,637
,602
,600
,616
,628
,634
,590
,587
,596
,602
,570
,556
,576
,586
,623
,613
,598
,631
,660
,676
,618
,634
,635
,664
,684
,633
,627
,640
,633
,606
,589
,607
,608
,625
,643
,662
,631
,587
,554
,544
,551
,593
,721
,750
,735
,768
,780
,741
,693
,653
,626
,600
,603
,625
,659
,720
,784
,775
,769
,750
,737
,714
,639
,620
,626
,635
,629
,594
,573
,562
,573
,611
,664
,726
,743
,727
,706
,664
,610
,609
,621
,634
,677
,703
,675
,622
,634
,675
,730
,776
,784
,739
,666
,667
,681
,687
,685
,652
,659
,660
,626
,580
,623
,693
,707
,747
,767
,769
,772
,759
,730
,663
,610
,607
,637
,722
,804
,827
,792
,739
,647
,627
,664
,746
,802
,777
,720
,698
,726
,768
,798
,794
,766
,724
,707
,649
,649
,694
,722
,787
,801
,793
,732
,655
,623
,615
,685
,852
,810
,834
,869
,862
,848
,786
,659
,624
,637
,677
,737
,781
,780
,763
,682
,668
,673
,699
,739
,755
,725
,735
,742
,739
,698
,680
,707
,733
,768
,775
,723
,653
,685
,712
,785
,807
,782
,705
,615
,598
,589
,612
,692
,756
,766
,695
,636
,668
,678
,713
,743
,718
,694
,712
,697
,708
,675
,600
,592
,600
,646
,735
,774
,742
,692
,701
,709
,720
,718
,681
,624
,619
,641
,657
,691
,701
,668
,622
,635
,686
,733
,777
,783
,762
,711
,628
,603
,599
,625
,647
,698
,706
,689
,708
,725
,727
,701
,629
,618
,611
,626
,828
,770
,781
,790
,794
,783
,773
,738
,671
,640
,662
,664
,672
,693
,698
,699
,701
,682
,629
,672
,668
,691
,737
,751
,728
,653
,626
,619
,671
,773
,833
,815
,817
,791
,737
,656
,682
,679
,703
,734
,701
,645
,672
,709
,753
,782
,740
,663
,600
,599
,621
,623
,634
,642
,622
,585
,581
,590
,620
,683
,736
,738
,689
,619
,617
,617
,674
,732
,754
,737
,716
,679
,647
,593
,572
,561
,566
,596
,658
,741
,778
,744
,676
,630
,661
,684
,713
,716
,682
,621
,628
,642
,638
,634
,609
,606
,611
,656
,734
,861
,770
,765
,761
,736
,681
,642
,606
,580
,569
,573
,617
,711
,792
,800
,792
,753
,682
,615
,608
,621
,660
,692
,706
,705
,689
,672
,662
,640
,612
,599
,578
,578
,612
,662
,701
,721
,720
,712
,699
,687
,669
,668
,670
,676
,681
,672
,698
,702
,665
,637
,664
,739
,816
,831
,801
,721
,695
,686
,693
,700
,714
,708
,716
,705
,699
,645
,643
,628
,667
,734
,794
,797
,780
,720
,697
,701
,701
,705
,699
,692
,673
,630
,642
,671
,682
,727
,727
,698
,652
,686
,699
,716
,700
,650
,694
,701
,706
,673
,632
,636
,668
,705
,749
,744
,683
,604
,592
,589
,613
,641
,675
,666
,646
,632
,700
,789
,866
,812
,758
,730
,717
,699
,637
,620
,608
,616
,655
,679
,679
,671
,709
,775
,809
,802
,779
,693
,633
,645
,661
,690
,732
,738
,743
,734
,689
,629
,654
,694
,760
,805
,761
,780
,811
,798
,734
,642
,642
,639
,616
,591
,580
,580
,591
,605
,608
,600
,624
,645
,623
,589
,583
,593
,613
,620
,633
,659
,643
,602
,602
,592
,571
,555
,556
,564
,567
,585
,623
,671
,706
,724
,693
,660
,680
,692
,706
,666
,652
,662
,665
,672
,643
,635
,653
,661
,664
,654
,671
,677
,670
,617
,606
,632
,632
,644
,618
,605
,605
,628
,662
,688
,672
,610
,596
,604
,619
,644
,672
,668
,625
,580
,573
,588
,602
,645
,697
,716
,695
,678
,685
,675
,655
,611
,603
,611
,621
,639
,627
,620
,625
,661
,696
,675
,626
,624
,638
,642
,637
,603
,587
,588
,607
,616
,610
,617
,621
,588
,581
,559
,549
,556
,582
,621
,652
,689
,696
,664
,655
,654
,655
,633
,620
,650
,669
,717
,716
,675
,702
,707
,699
,648
,617
,629
,659
,692
,729
,692
,679
,703
,715
,713
,670
,631
,663
,655
,647
,613
,636
,647
,661
,670
,666
,638
,644
,660
,697
,729
,734
,706
,618
,603
,576
,579
,635
,716
,772
,818
,839
,821
,735
,1411
,1308
,658
,657
,650
,378
,1491
,625
,643
,596
,584
,591
,631
,689
,709
,671
,690
,696
,707
,666
,601
,597
,605
,611
,628
,634
,629
,1322
,589
,616
,594
,577
,564
,613
,656
,683
,672
,601
,645
,659
,674
,700
,615
,614
,623
,665
,707
,742
,697
,663
,677
,692
,729
,749
,726
,722
,721
,722
,711
,670
,685
,713
,739
,735
,680
,692
,713
,745
,723
,645
,621
,627
,661
,708
,783
,783
,711
,651
,674
,680
,700
,677
,712
,748
,779
,743
,704
,716
,714
,727
,684
,641
,686
,703
,719
,721
,650
,654
,682
,690
,670
,638
,696
,714
,744
,723
,642
,649
,663
,665
,673
,625
,606
,619
,638
,675
,687
,657
,618
,631
,653
,674
,680
,634
,655
,669
,712
,734
,707
,671
,693
,715
,734
,713
,685
,710
,743
,769
,713
,643
,688
,687
,729
,750
,707
,650
,692
,701
,729
,699
,646
,693
,696
,709
,672
,617
,625
,632
,598
,575
,584
,627
,602
,585
,587
,597
,653
,698
,724
,709
,628
,659
,665
,686
,699
,642
,685
,698
,715
,698
,624
,662
,1343
,421
,222
,627
,640
,1256
,593
,1108
,560
,598
,707
,733
,689
,777
,816
,806
,715
,701
,713
,740
,685
,636
,673
,674
,677
,645
,703
,716
,742
,688
,638
,614
,581
,581
,599
,599
,562
,565
,572
,583
,611
,628
,608
,604
,612
,634
,655
,659
,676
,671
,623
,607
,631
,636
,675
,641
,644
,648
,662
,640
,612
,638
,645
,693
,672
,614
,632
,664
,684
,733
,693
,674
,700
,696
,674
,621
,652
,658
,673
,653
,636
,644
,640
,623
,601
,623
,637
,679
,682
,652
,667
,648
,616
,598
,591
,584
,569
,553
,550
,1132
,620
,585
,565
,586
,569
,552
,579
,603
,624
,633
,586
,595
,616
,641
,684
,652
,589
,571
,576
,660
,814
,788
,800
,813
,809
,806
,782
,723
,611
,598
,600
,643
,719
,771
,800
,756
,732
,734
,742
,747
,734
,659
,720
,705
,732
,741
,676
,613
,623
,652
,698
,766
,779
,751
,685
,675
,675
,699
,713
,697
,645
,700
,707
,705
,619
,617
,638
,685
,715
,619
,605
,614
,621
,655
,646
,613
,622
,647
,654
,658
,637
,641
,629
,595
,591
,608
,609
,626
,586
,590
,618
,637
,595
,589
,569
,574
,602
,609
,615
,634
,658
,681
,706
,721
,720
,686
,689
,689
,691
,691
,678
,661
,683
,687
,646
,611
,608
,614
,648
,643
,665
,669
,657
,610
,606
,599
,592
,570
,561
,582
,610
,642
,668
,667
,664
,612
,577
,581
,584
,622
,676
,694
,671
,671
,691
,718
,686
,655
,666
,662
,648
,588
,569
,563
,567
,556
,558
,560
,566
,601
,640
,703
,705
