"Session","StartTime","EndTime"
"RestingBaseline",2018-06-25 10:44:21,2018-06-25 10:45:23
"BaselineWriting",2018-06-25 10:46:18,2018-06-25 10:51:18
"StressCondition",2018-06-25 10:53:58,2018-06-25 10:58:58
"DualTask",2018-06-25 10:59:34,2018-06-25 11:49:34
"Presentation",2018-06-25 12:00:22,2018-06-25 12:03:04
