Time,BtoB
,6000
,9730
,1560
,17830
,1230
,1370
,1290
,8790
,1510
,2370
,2070
,960
,1620
,13350
,1160
,2990
,1220
,6700
,3670
,1400
,1660
,9550
,3700
,8820
,5350
,5490
,2010
,3010
,850
,1840
,3330
,1910
,2510
,2420
,2520
,2050
,2130
,3360
,7960
,5010
,3800
,2340
,5850
,10220
,620
,1630
,2860
,2850
,2220
,4800
,2800
,3350
,3660
,3200
,2450
,2640
,7630
,1410
,2230
,2530
,8330
,5840
,5910
,3890
,1550
,6670
,5700
,3160
,2800
,2890
,3750
,3160
,3410
,3540
,2200
,4420
,2750
,5690
,3370
,7710
,3020
,2680
,3230
,3080
,3180
,3970
,3270
,2100
,6210
,2920
,3130
,2460
,3190
,4030
,1260
,2970
,2870
,4330
,3110
,2970
,3220
,2940
,3760
,2350
,2990
,3060
,3050
,3140
,2400
,2990
,4110
,4080
,3870
,2800
,2950
,2550
,3090
,3310
,3460
,3250
,5300
,4820
,3400
,3050
,4610
,2770
,2610
,2630
,5760
,3360
,2480
,3360
,3330
,3000
,9870
,3170
,1290
,550
,5230
,12710
,8050
,7350
,7600
,8890
,8840
,8610
,8660
,8380
,7410
,7710
,6700
,8390
,7940
,6830
,7890
,7130
,5530
,5110
,5840
,7420
,5090
,3690
,4770
,7110
,5370
,5530
,5080
,4750
,4530
,4670
,5150
,5370
,4490
,4290
,4530
,6180
,5430
,4990
,3560
,6540
,4930
,7060
,2020
,3950
,4400
,3440
,710
,3750
,4740
,3950
,3570
,2740
,5690
,1590
,3220
,9370
,2600
,3560
,500
,1980
,17460
,2120
,8180
,4130
,10160
,3340
,2990
,4560
,3200
,3270
,4290
,6070
,2750
,2500
,2610
,5530
,5090
,3630
,2840
,3730
,1780
,2760
,3950
,3440
,2600
,2980
,3230
,2780
,3360
,1910
,6250
,5130
,3710
,2870
,2710
,3670
,3770
,3200
,2490
,3080
,3010
,3310
,3340
,2720
,3200
,2980
,2690
,2750
,1890
,490
,5570
,2310
,2960
,3540
,3860
,2270
,3420
,3790
,2610
,5330
,2370
,3450
,2710
,3900
,2610
,6340
,10260
,2010
,2650
,2750
,19220
,3040
,670
,4250
,5790
,6720
,4340
,3610
,4820
,5050
,4990
,4770
,5030
,3440
,6250
,3570
,6190
,6760
,7700
,6470
,5470
,3500
,3790
,5090
,5910
,4450
,3210
,4730
,3890
,4800
,5300
,5180
,4090
,6750
,12300
,6610
,5760
,5060
,2810
,1440
,5390
,6130
,6390
,5190
,3810
,6420
,7720
,5690
,8660
,13020
,3730
,8540
,4280
,5540
,4700
,3320
,3930
,5230
,6390
,4780
,4500
,4990
,6910
,3360
,3450
,3490
,2870
,4720
,3040
,4060
,4020
,3280
,3360
,2640
,3520
,4180
,4010
,5620
,3650
,2370
,4000
,3000
,4070
,1900
,2390
,3000
,3290
,3060
,3530
,4280
,3670
,3000
,3140
,3630
,8660
,12720
,6600
,2200
,8800
,1950
,2250
,660
,3260
,3610
,3890
,4270
,3470
,4860
,3070
,3300
,3380
,3730
,2830
,3730
,1160
,3150
,600
,2750
,4070
,3370
,3850
,3620
,4000
,3870
,3770
,9090
,3570
,16590
,3220
,2680
,16650
,2200
,2770
,5620
,2110
,11410
,6230
,4250
,1430
,1900
,5390
,16360
,5610
,7540
,3460
,3980
,3020
,2800
,1360
,520
,4760
,2450
,7050
,3480
,3150
,3340
,4940
,6110
,2980
,2320
,1890
,9340
,10460
,4260
,860
,8760
,2980
,3580
,8130
,3150
,15640
,9560
,3360
,13230
,2430
,4080
,2730
,14940
,11510
,7530
,11330
,8900
,4550
,3220
,1170
,2440
,8300
,2800
,2810
,3840
,1970
,2630
,5850
,7650
,3030
,3290
,43510
,2720
,3240
,7210
,2730
,3710
,7840
,7380
,2320
,2250
,2430
,2370
,4760
,1740
,2050
,10560
,2320
,3180
,10140
,2480
,29150
,2380
,20090
,2410
,9870
,4120
,12440
,2920
,3220
,1700
,4830
,8620
,12050
,2280
,2710
,21040
,2210
,2510
,2140
,2450
,3150
,1690
,13820
,1340
,9300
,2390
,3690
,2200
,2790
,8670
,2260
,4440
,11100
,2370
,14580
,22640
,2190
,2260
,6390
,2360
,2280
,7680
,2720
,2360
,2850
,2730
,1910
,2960
,8390
,8400
,3410
,4300
,10170
,3200
,3490
,10090
,4880
,5610
,1720
,3590
,2580
,3300
,8080
,2220
,2870
,1730
,1910
,3020
,2900
,3480
,2870
,3540
,4300
,11670
,4570
,3460
,4960
,3000
,2820
,6430
,2490
,8440
,13170
,11880
,1700
,12090
,1520
,11660
,10390
,5120
,5530
,14000
,2560
,2560
,3420
,6460
,2320
,3670
,2520
,2960
,2630
,3140
,7310
,2750
,3530
,4360
,2960
,2970
,1580
,2200
,2630
,10250
,1670
,2700
,8050
,5740
,2780
,3200
,5490
