"Session","StartTime","EndTime"
"RestingBaseline",2018-06-30 10:39:38,2018-06-30 10:42:41
"BaselineWriting",2018-06-30 10:43:21,2018-06-30 10:48:21
"StressCondition",2018-06-30 10:50:06,2018-06-30 10:55:06
"DualTask",2018-06-30 10:56:44,2018-06-30 11:46:44
"Presentation",2018-06-30 11:52:51,2018-06-30 11:59:04
