Time,BtoB
,6000
,2790
,4710
,2090
,2200
,2900
,1350
,18350
,1250
,4250
,7140
,3550
,4090
,2810
,3900
,1140
,3940
,8990
,250
,1720
,6390
,1470
,1120
,2790
,5660
,1930
,2280
,2690
,10440
,1650
,5220
,3620
,7600
,6790
,2360
,4410
,3600
,3310
,1480
,2650
,2920
,1700
,1170
,3110
,1710
,3860
,5290
,4440
,6590
,8800
,1950
,1700
,1880
,4520
,4000
,3430
,2880
,3090
,3410
,3310
,2470
,4250
,4300
,2950
,3770
,4700
,2980
,2650
,3610
,3500
,4050
,4850
,7220
,4250
,3140
,2700
,7120
,3940
,3310
,2390
,630
,9000
,1450
,6300
,5140
,3130
,4900
,5570
,3620
,4250
,6450
,850
,5810
,330
,1110
,1360
,1470
,610
,1030
,4840
,16010
,1330
,1790
,1960
,4910
,3080
,3290
,3480
,3710
,3060
,1530
,4000
,3870
,3850
,2130
,1800
,3100
,3220
,1900
,2170
,4310
,4060
,3780
,14910
,15930
,4480
,3860
,4250
,3240
,10950
,3620
,4990
,4680
,4280
,3690
,4380
,3790
,3650
,5430
,2190
,2880
,2880
,2620
,3290
,640
,1000
,5390
,2460
,4430
,4280
,8410
,4190
,2070
,5770
,5020
,690
,1010
,810
,2910
,6890
,4010
,2940
,3750
,4500
,12320
,1830
,4250
,800
,2280
,3750
,8950
,1890
,5080
,2340
,4960
,4100
,5530
,4900
,3030
,3310
,3720
,5270
,3250
,1010
,2110
,3650
,1210
,2150
,4570
,3960
,4870
,3990
,4780
,3850
,3860
,6230
,3530
,3590
,4150
,3530
,4190
,5340
,14590
,4020
,3730
,4700
,3920
,4450
,4960
,4350
,3570
,6470
,4510
,3790
,4710
,3710
,3100
,3110
,3300
,3580
,3560
,2950
,3310
,3020
,3740
,2930
,4220
,3900
,3570
,3720
,3790
,4900
,2310
,4390
,3790
,3730
,4390
,4050
,3000
,3260
,3620
,3990
,3160
,3720
,3290
,3030
,3060
,2820
,3290
,3440
,3240
,4130
,2330
,2410
,5040
,3770
,4110
,5600
,13740
,3850
,4520
,3390
,3460
,3920
,2480
,3570
,2930
,3160
,10290
,2240
,5270
,1250
,520
,2250
,4900
,10370
,580
,4560
,3270
,5460
,8850
,3070
