"Session","StartTime","EndTime"
"RestingBaseline",2018-08-06 11:07:10,2018-08-06 11:11:17
"BaselineWriting",2018-08-06 11:12:16,2018-08-06 11:17:16
"StressCondition",2018-08-06 11:17:41,2018-08-06 11:22:41
"DualTask",2018-08-06 11:24:22,2018-08-06 12:14:22
"Presentation",2018-08-06 12:23:20,2018-08-06 12:25:23
